review_id,content,rating,date,image_urls
53821031516421,"জিনিস ভালই সুন্দর আছে জেহুতু গেমিং এর জন্য চাইলে নিতে পারেন।  আর এটা সুধু নামেই গেমিং কিন্তু  কাজে না এটা সাধরন এয়ারবাসের মতই এতে আলাদা কুনো গেমিং মড নাই।  ৩৪৫টাকায় ভালই। আর একটা কথা ১০০টা মাল কিনলে ৮০টাতেই পবলেম থাকে। যেমন আমারটা ডান কানের টার ২০-৩০ ছেগেনটের বেসি চলত না। তাই আমার আগের এয়ারবাসের বেটরি এড করেছি এরপর ভালই ব্যকাব দিচ্ছে ।  ৭দিন ইওজ কারার পর রিভিও দিলাম।   
    আল্লাহাফেজ ❤️‍🩹 ",5,11 Jun 2025,https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_1_1749642509.452355.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_2_1749642509.886347.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_3_1749642510.134257.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_4_1749642510.762679.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_5_1749642511.371406.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_6_1749642511.633189.jpg
54621081316421,really good sound really good best generally worth for money আরে ভাইরা আমার এতে game mode আছে যে কোন একটায় চারবার টেপ করব গেম চালু হয়ে যাবে ,5,04 Aug 2025,https://lzd-u.slatic.net/38d58fb5c41d479a9659bb3682b7038d_d77a540c59de4de789f7f1ccd17e2f90.jpg; https://lzd-u.slatic.net/38d58fb5c41d479a9659bb3682b7038d_47ba498f66894ac7a04de78807fd3a94.jpg
53547043316421,আলহামদুলিল্লাহ যেমনটা চেয়েছি তেমনটাই পেয়েছি প্রোডাক্টটি অনেক ভালো আপনারা চাইলে নিতে পারেন।আর ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও আচরণ অনেক ভালো ,5,17 May 2025,https://lzd-u.slatic.net/c986be9469bd4bc3861bc412805862d0_ae02f11e6e674dff8333752bb7000011.jpg; https://lzd-u.slatic.net/c986be9469bd4bc3861bc412805862d0_29cedc32865b4137853de6c4fae4ad89.jpg
54107735216421,price range e onek valo product.plastic quality temon valo na.sound onek valo ei price range e.kaan betha hoy as plastic er body.overall kharap na. ,4,30 Jun 2025,https://lzd-u.slatic.net/7d45969fa2094bddbe8e60c38b63563b_f2c4d64bf54a4fe38e23988591165977.jpg
52778760616421,ভালো চাইলে নিতে পারেন। কিন্তু একমাস গেলে কেসের ভিতরে থাকা ব্যাটারিতে চার্জ থাকে না একবারে ডেম হয়ে যায়।।। ,5,15 Mar 2025,https://lzd-u.slatic.net/a5b5b1feaf95422a9ca33bb08385cc74_86495848fb6a436cbbc2024695886819.jpg; https://lzd-u.slatic.net/a5b5b1feaf95422a9ca33bb08385cc74_b17d5cbfef8c4d6d9d6b30a396d9600c.jpg; https://lzd-u.slatic.net/a5b5b1feaf95422a9ca33bb08385cc74_216b45649b5d456a9239e28a2a71008b.jpg
52823680416421,"AMI 
UTPAL
CUMILLA THAKA
প্রোডাক্ট এক কথায় অসাধারণ ছিল প্রোডাক্টটা সাউন্ড কোয়ালিটি  এটা ভালো এবং বেসটাও ভালো আর প্রোডাক্ট এর মধ্যে যে এয়ার বাস্টার্ড চার্জে যে অপশনটা এখানে আলাদা একটা পলি  লাগানো ছিল আমি ভাবছিলাম এটা নষ্ট তো আমি ঠিকমত  দেখি কোন একটা পলি আছে পলিটা উঠানোর পরে একদম সব পারফেক্ট ছিল সাউন্ড কোয়ালিটি অনেক ভালো। আর ভাই আর একটা কথা এটা একদম অরজিনাল কপি প্রোডাক্ট তো দেখার আগে সাবধানে কিন্তু কিনবেন। 
THANKS DARAZ AND BAD CHOICE
😊😡😞😡😞😡😞😡😞😡😞😡😞😡😞😡😞😡😞😡 ",5,18 Mar 2025,https://lzd-u.slatic.net/ff26319f726d48c2ae0c9851c89ac697_7d880193461c42108cc6a99266056d65.jpg; https://lzd-u.slatic.net/36477655c613400593bdcb402341cf30_642314d86d8847fab220b322d3a7a305.jpg; https://lzd-u.slatic.net/36477655c613400593bdcb402341cf30_684bb66ee9d84915a8a3d37e4bbd641d.jpg; https://lzd-u.slatic.net/36477655c613400593bdcb402341cf30_4672c2236cbb4fddb1c2a958aaf68ce0.jpg; https://lzd-u.slatic.net/36477655c613400593bdcb402341cf30_7a113385924e4341a736aaaa5458bebe.jpg; https://lzd-u.slatic.net/36477655c613400593bdcb402341cf30_eb6b7a1f527f4db49ac8fabfe3c7d073.jpg
52265766516421,"গুড লুকিং 😍 সাউন্ড কোয়ালিটিও ভালোই, প্যাকেজিংও খুব ভালো ছিলো। তবে চার্জিং ব্যাকাপ আরও বেশি থাকলে ভালো হতো ওভারাল আর সব ঠিক আছে তবে চার্জিং কেবলের তারটা অনেক ছোট তাও আবার খারাপ। আমার ক্যাবল একটা আলাদা কেনা লাগছে।  ",5,02 Feb 2025,https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_c71fb8d5ab3a4def915dccd7128b0a93.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_2c9f1972ed2b4e7b8957762fac5c39f3.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_85a3bba04cc04dcfbb23919d3757e1d4.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_c9402a4dac7f4fc6841fd916a0a4d7fe.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_5b06bddf51994e16875245aa3778f008.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_98738925a2bf4797b6321a5430263797.jpg
53150743216421,বিল্ড কোয়ালিটি বেশি ভারো না এমনে জিনিস টা ভালো ব্যাটারি টাও বেশি ভালো না এরোকম দামে ঠিক আছে আর বেশে আশা করা যায় না😔 ,5,17 Apr 2025,https://lzd-u.slatic.net/49ca78909a414e4c8b6ba1f8c9bba6ed_1eab7d98c9d6456f81998b244f52b5be.jpg; https://lzd-u.slatic.net/3ae8f85f7b774860a745ac3c6f3f3f5d_0db4d505366f4cafa35a0427975a13c5.jpg; https://lzd-u.slatic.net/3ae8f85f7b774860a745ac3c6f3f3f5d_1c8f19f7cd314c009e8f78741bb6680a.jpg; https://lzd-u.slatic.net/3ae8f85f7b774860a745ac3c6f3f3f5d_5b1f7a0300864383b322d00b3d226d62.jpg; https://lzd-u.slatic.net/3ae8f85f7b774860a745ac3c6f3f3f5d_08b85d94d2f241648991b051dd40be22.jpg
53122468816421,"আলহামদুলিল্লাহ ভালো একটা জিনিস পেলেম 
আজকেই পার্সেল টা হাতে পেলাম আর ডেলিভারি মেন টাও অনেক ভালো আপনারা চাইলে নিতে পারেন। সাউন্ড কোয়ালিটি ও অনেক ভালো। ",5,13 Apr 2025,https://lzd-u.slatic.net/8b64e708b1cc4011900585fa9ca0846e_7738d6ed570c44eea60f03afdd6d2db2.jpg; https://lzd-u.slatic.net/8b64e708b1cc4011900585fa9ca0846e_d399cb62297e40dbb2405a8cc7cad845.jpg; https://lzd-u.slatic.net/8b64e708b1cc4011900585fa9ca0846e_93f0e899964f4cc198372ac5aba7e7ac.jpg; https://lzd-u.slatic.net/8b64e708b1cc4011900585fa9ca0846e_78317799d0e74c80b5195a2d9e669971.jpg
52772150116421,"Nice product. 👍👍. It was way better than I expected. I'm reviewing it after using. It works well. If you want, you can take it. 👍👍
 ",5,14 Mar 2025,https://lzd-u.slatic.net/5163d7d2a4714ce3bff8695183555671_508560f2c1614fa5b96c78036931f207.jpg; https://lzd-u.slatic.net/5163d7d2a4714ce3bff8695183555671_55a582ce3d264623a67fccfdba25fe4d.jpg; https://lzd-u.slatic.net/5163d7d2a4714ce3bff8695183555671_475081a37ee04a4eb8d92d9d1b4e55a3.jpg; https://lzd-u.slatic.net/5163d7d2a4714ce3bff8695183555671_becd80013a624814bc6a266a706f7ad3.jpg; https://lzd-u.slatic.net/5163d7d2a4714ce3bff8695183555671_96115d2d2e2047f4b1bcbc9080b72772.jpg
53487023316421,"খুব খারাপ লাগলো যে বিশ্বাস করে একটা ব্লুটুথ অর্ডার করেছিলাম কিন্তু তারা নষ্ট একটা ব্লুটুথ দিয়েছে 😢 খুব ফালতু লোক দারাজ এর লোক গুলো, মানুষের হক এর টাকা ঠকিয়ে খাচ্ছে!😢 আল্লাহ কি বান্দার হক মাফ করবেন ? আহ্ মানুষ কেন যে বুঝে না?
টাকার পরিমাণ বেশি না তবে যথাযথ টাকা নিবে কিন্তু মাল ভালো দিবে না এটা তো ঠিক না ! আল্লাহ সবাইকে বুঝার তৌফিক দান করুক।
দয়া করে আপনারা কেউ নিবেন না না হয় আমার মতো ঠকবেন।
ধন্যবাদ  ",5,12 May 2025,https://lzd-u.slatic.net/a6ccbaf5448b435cb8fd0b159a9095e4_3563523066954d349ce84fc91c20703e.jpg
53541410016421,সবচেয়ে বাজে প্রোডাক্ট চার্জে দিলে চার্জে ওঠেনা হেডফোনে ভালো মতো সাউন্ড হয় না যার যে দুইদিন নিছি চার্জ হয় না এত ফালত পর একটা জীবনে দেখি নাই  ,5,20 May 2025,https://lzd-u.slatic.net/763c1848c5e24970b783c351440ba7b7_9e2d20842b8c4d5fba06c9d03a32e534.jpg
52730567816421,"ভাই এইটা নষ্ট কেন দিলেন টাকা তো নিয়ে নিলেন কিন্তু জিনিস তো টিক দিলেন না।চাজে দিলে লাইট জলে এমনে তে  কোন কিছু আসে না, এই টা কোন কথা ভাই ",5,11 Mar 2025,https://lzd-u.slatic.net/7f55c3d7f80f4170a4622ddb332e8dc4_b75a7e229f2b45f4825d93bb010a6f92.jpg; https://lzd-u.slatic.net/84611b9ff76e49d8b1d5bfece4b9e022_b17c439272df426f8cca9155b22b171f.jpg
53514554016421,"চার্জ বক্সে থাকেনা বললেই চলে,ফোন পকেট এ রাখে গান প্লে করলে আটকে আটকে যায়।আর টাচ সেন্সর এইটায় আছে বলে মনে হলোনা। ",5,14 May 2025,https://lzd-u.slatic.net/b4b0b6372c0e441ba96bee50b9711a94_9a00c1c431b44ef4b1d18e90eba10e12.jpg; https://lzd-u.slatic.net/f431636eeb3d44bcb78b53ba35b7627e_9132ae82627a45e692251b43e864aee3.jpg
53246034516421,PRODUCT  এর QYALITY ভালো তবে প্যাকেজিং একদম বাজে 🤬🤬🤬👺।তবুও PRODUCT ভালো🥰🥰 চাইলে নিতে পারেন😚😚😚😚 ,5,23 Apr 2025,https://lzd-u.slatic.net/35e17ff973224b98842db8c8ba705de1_cab5c1934ed9481eb8f41ca6f4041160.jpg; https://lzd-u.slatic.net/35e17ff973224b98842db8c8ba705de1_7feb1780a79940618de3a2f51da3da42.jpg
53386066116421,প্রোডাক্টটা ভালো ।কিন্তু আসার সময় প্যাকেটের অবস্থা খারাপ ছিল ।এবং সাউন্ড কোয়ালিটি টা একটু খারাপ। ,5,05 May 2025,https://lzd-u.slatic.net/82c74d19631e4162bc1591b5db5a66ae_cc1cfaad6131481dae0601358e30a4c1.jpg
53067719716421,অনেক বাজে কোয়ালিটি কেউ নিবেন না 😡 একটা চলে আরেকটা চলে না । তার পরে সাউড কোয়ালিটি অনেক বাজে 😡😡 ,5,10 Apr 2025,https://lzd-u.slatic.net/f57c6ff90f4a4bfb9f50bc8b99774d53_89bf9501c609436a8283f1edf383f89b.jpg
52531361516421,বক্সে চার্জ চার্জ আছে কিন্তু ইয়ার ফোনে কোন চার্জ হচ্ছে না  ইয়ারফোন রাখার পর  চাার্জ হচ্ছে না ,5,24 Feb 2025,https://lzd-u.slatic.net/4b352a9f9481492dba8b6d6830491118_87f723c31a9b4011adeb257c6e029cef.jpg; https://lzd-u.slatic.net/4b352a9f9481492dba8b6d6830491118_9a297799c52745589d16a4d668924356.jpg
53164143316421,"প্রথমে ভেবেছিলাম নষ্ট প্রোডাক্ট, কিন্তু পরে চেক করে দেখলাম ঠিক আছে। দাম হিসাবে ভালোই বলা চলে। ",4,17 Apr 2025,https://lzd-u.slatic.net/b336a2852d35427681ecdf8500f8534b_b39d7649a3d84b86a9fe798df0a03324.jpg
53814278016421,ওটা একটা একদমই ভালো না মাত্র এক ঘণ্টার মধ্যে চার্জ থাকে দয়া করে এটি কেউ কিনবেন আপনার ক্ষতি ,5,05 Jun 2025,https://lzd-u.slatic.net/46602fa054c84699a0e54c0701bffb24_0afee3ca849d470bb3d8672fce623df6.jpg; https://lzd-u.slatic.net/46602fa054c84699a0e54c0701bffb24_34841bd597d943b2990e61d76a507f45.jpg
52144928816421,এক কথায় অসাধারণ একটি পোডাক্ট ধন্যবাদ এতো সুন্দর পোডাক্ট দেওয়ার জন্য🥰সব মিলাই ২৯০৳ পরছে  ,5,25 Jan 2025,https://lzd-u.slatic.net/cb6665b63556442784a3308390bfad72_23aeb42b7fce4430b2a7ecef4d52a2d0.jpg
52929763816421,প্রথমে রিভিউ দেখে ভয় ছিলাম মনে করেছিলাম খারাপ পরবে আমারও আলহামদুলিল্লাহ কোন সমস্যা নাই ,5,24 Mar 2025,https://lzd-u.slatic.net/381045fffb5a4a7a8415096db3f62227_f87543e8641649df8decce4a1f6cd501.jpg; https://lzd-u.slatic.net/3580b922535f4fe283c69a81e20bdf87_193d7729364542fc977265c5e607de81.jpg
52596234116421,অনেক ভালো প্রোডাক্ট। আপনারা নিতে পারেন  ভাইয়া অনেক ভালো অনেক ভালো ব্যবহার করেছে। ,5,02 Mar 2025,https://lzd-u.slatic.net/0fe8b68620e84d449e71c3b63232e2cc_33a891e6eb5a4c66b64c52379ba60b0a.jpg; https://lzd-u.slatic.net/0fe8b68620e84d449e71c3b63232e2cc_ba64a47a5d71436cb181c0bc02a7d65b.jpg; https://lzd-u.slatic.net/0fe8b68620e84d449e71c3b63232e2cc_9597ded7e96a4965bd7e5453f66f2307.jpg; https://lzd-u.slatic.net/0fe8b68620e84d449e71c3b63232e2cc_c904477495d74ea6b82ab0f7bbab2afb.jpg
53513236116421,worst quality it doesn't connect with mobile it's absolutely a trash production  ,5,14 May 2025,https://lzd-u.slatic.net/8d60d5a3b7924ffcae37c4b8328bcd3c_a615af928665431292fe973444f5382f.jpg
52349973516421,amazing 😍 yarbarths sound quality is good 👍 like it 👍 apnar o nitay paran 😱 ,5,08 Feb 2025,https://lzd-u.slatic.net/3a4bb9c2569f429da803993194ca7f2c_8a42a1531c9f49d2a380899bb263f95c.jpg
53782773316421,Same as a picture. Thank you Daraz and seller. Headphone ta te bass khub kom.  ,5,11 Jun 2025,https://lzd-u.slatic.net/8b6995d2e199466f8395764fdcd8a741_7f8bf533950345d494a387ae21367b02.jpg; https://lzd-u.slatic.net/8b6995d2e199466f8395764fdcd8a741_0b50c6d66b68449180a8b1ae1264d595.jpg
52423028216421,"সাউন্ড কোয়ালিটি, ডিজাইন খুব ভালো,
কিন্তু চার্জ তাড়াতাড়ি শেষ হয় বলে মনে হচ্ছে।  ",5,15 Feb 2025,https://lzd-u.slatic.net/dcdb790d604a4ba99186714fb462fc00_b3a7d94bbfeb419191a2148d105c45ad.jpg; https://lzd-u.slatic.net/400394e340ff4e4fbeffdf9fc3524821_b26f328eb25347b49c4297e21a133ae5.jpg
53936114016421,"আপনারা চাইলে প্রোডাক্টটি নিতে পারেন। প্রোডাক্টটি অনেক ভালো। 
thank you Daraz  ",5,19 Jun 2025,https://lzd-u.slatic.net/fd6a79b36af14f2896dc6b1a1403388a_f284eb9175f341e4b8ef1eb2158991c4.jpg; https://lzd-u.slatic.net/fd6a79b36af14f2896dc6b1a1403388a_2bda0987b0334b1dbbe1f39e0466c5a4.jpg
52296083416421,"আর ভালো খুজে লাভ নাই। 
এটাই বাস্তব, এর থেকে কম দামে ভালো খুজলে নিজে বানান।
 ",5,23 Feb 2025,https://lzd-u.slatic.net/1a7713e690db46c4802011569cc86916_4b0f1c573ce943408d3c1099698811f7.jpg
54054472516421,"আমি ১ মাস যাবত এটা ব্যাবহার করতেছি খুবই ভালো প্রোডাক্ট, আপনারা নিতে পারেন  ",5,08 Jul 2025,https://lzd-u.slatic.net/50c8a62c3810404cb7493421a38b1a6e_c123e1d31d304007ba3996bca72bc5d2.jpg; https://lzd-u.slatic.net/50c8a62c3810404cb7493421a38b1a6e_2e013db0677640eda1419c25bdd80c8a.jpg
53207429716421,Keho niben na ei product onk baje charge dile light jole r 2 tai nosto 🤬 ,5,20 Apr 2025,https://lzd-u.slatic.net/f8fd6c0cbc154f5199ae47a28ffd6e83_b5b5e026fb8f47e4a0ce64e5974761ab.jpg
53474357016421,"not working.
12 din hoise nichi.
kisu bolar vasa khuje pachchhi na 😡😡 ",5,24 May 2025,https://lzd-u.slatic.net/7dc4b7114d0e4ba592e0b87e34e2ac5f_3b179a5d57c8426da5cdf3b8afa3dc18.jpg
52888464516421,হেডফোনটা দেখতে ভালো আছে কিন্তু noise cancellation নাই গান ভালো চলে  ,5,22 Mar 2025,https://lzd-u.slatic.net/15f11b4b2475420280f3dff6da1b674a_1c67e4072dce430ba50c9d7b0d3d97b7.jpg; https://lzd-u.slatic.net/15f11b4b2475420280f3dff6da1b674a_98ffcc8c94a2443b9d1a0bc3512af5b8.jpg; https://lzd-u.slatic.net/15f11b4b2475420280f3dff6da1b674a_005cdc4e28c645fd96a734da3d7e70d7.jpg
52431964316421,"মুটামুটি চলে,, কিছু টাকা বেশি নিয়ে এর থেকে ভালো টাই কিনা ভালো হবে ",5,27 Feb 2025,https://lzd-u.slatic.net/9aab14f52b304c5b9bf96075c5e9a775_2253bea5b40d412aa4c2e3b7dfce7438.jpg
52899598716421,vai ai ta MOTA moti Valo ache apnra nite paren Kono somossa nai ,5,23 Mar 2025,https://lzd-u.slatic.net/9f2b2559f0d64ccbabc2220039129478_d00ee4cbf5f74c52ba9154c50de399f4.jpg
52877452416421,quality valo e dekhlam akhon use kora Dekhi Kemon service day ,5,21 Mar 2025,https://lzd-u.slatic.net/9a02afd10f744f92b60c0f51726918ff_997eeefe4982405bb3d3d7a3d36f40c2.jpg
53064837816421,"অনেক সুন্দর একটা এয়ারপোর্টে আমার খুব পছন্দ হয়েছে 
অনেক ভালো ",5,11 Apr 2025,https://lzd-u.slatic.net/f7e9dfe8748f4d5a8630a634c8ce914a_7a7eb7a5ce114738a7fec55983d12cf0.jpg; https://lzd-u.slatic.net/f7e9dfe8748f4d5a8630a634c8ce914a_45d898cd731e4df1884ce81905b60b01.jpg; https://lzd-u.slatic.net/f7e9dfe8748f4d5a8630a634c8ce914a_6460b9fd8d0647648ebf0d5cf3d5e62d.jpg; https://lzd-u.slatic.net/f7e9dfe8748f4d5a8630a634c8ce914a_f55fa416eadd4bd583786ac280c67ab2.jpg
53997373716421,মোটামুটি ভালো আপনারা চাইলে নিতে পারেন দাম উনজাই ভালো  ,4,25 Jun 2025,https://lzd-u.slatic.net/bd1a01b0a720478db3d281554b621584_547f40010a094b2ca27c0009b28a9c31.jpg
54514502216421,আলহামদুলিল্লাহ এটা  অত্যন্ত ভালো ছিল আওজ অনেক সুন্দর ,5,27 Jul 2025,https://lzd-u.slatic.net/5050044c8e014fbda5a84dd57c67273a_a69323efcb414e4e9331bfa1794ee369.jpg; https://lzd-u.slatic.net/5050044c8e014fbda5a84dd57c67273a_7369344389ef4f5dac5e4d9c86e2699c.jpg
53612500116421,এই দামা অনেক ভালো এয়ার পট সাওন কয়ালটিনঅনেক ভালো ,5,22 May 2025,https://lzd-u.slatic.net/1d37171c21c5426fa936232827948abc_02a267fe11474342a68e9be03cdcb710.jpg; https://lzd-u.slatic.net/1d37171c21c5426fa936232827948abc_791a33e2e5b3454c9300b6dafcef62cf.jpg
53971921416421,একদম নষ্ট কাজ করে না। আমি কেমন করে রিফান্ড করবো ,5,21 Jun 2025,https://lzd-u.slatic.net/cd820166ca2b45cfb6248ded55e2c883_146d255f4f4f4bf78c4423e7c67e1539.jpg
54439120316421,মোটামুটি ভালো। রিসিভ বাটন নেই।থাকলে ভাল হতো। ,5,22 Jul 2025,https://lzd-u.slatic.net/072dd465fe4b405b836a6047663bb01b_c0f2c79586604b2386f3de62354c479e.jpg; https://lzd-u.slatic.net/072dd465fe4b405b836a6047663bb01b_89b8368bdd56480c8eb00c5fc2d74578.jpg
53312948116421,দাম হিসাবে খুব খারাপ না ভালই সবাই নিতে পারেন ,5,28 Apr 2025,https://lzd-u.slatic.net/8d909c82d9df4604bed433dae3d60fde_73b37a45ab02413fb55ae9ef033922a3.jpg
52880435416421,"valoi silo ager ta, tar jonno arekta nilam ",5,22 Mar 2025,https://lzd-u.slatic.net/9ff3d188902245cc8aec9bfc234659be_6f61cc72aa4d4018856210f87c551587.jpg
53096699016421,"alhamdulillah valoi product ta,nite paren ",5,13 Apr 2025,https://lzd-u.slatic.net/9f713018ef974ac095d2ceca416377b3_b012607510c94054ad88376be3512ddb.jpg
