review_id,original_text,cleaned_text,label,sentiment,aspects,aspect_polarities
53547043316421,আলহামদুলিল্লাহ যেমনটা চেয়েছি তেমনটাই পেয়েছি প্রোডাক্টটি অনেক ভালো আপনারা চাইলে নিতে পারেন।আর ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও আচরণ অনেক ভালো,আলহামদুলিল্লাহ যেমন টা চেয়েছি তেমনটাই পেয়েছি প্রোডাক্ট টি অনেক ভালো আপনারা চাইলে নিতে পারেন । আর ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও আচরণ অনেক ভালো,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
52778760616421,ভালো চাইলে নিতে পারেন। কিন্তু একমাস গেলে কেসের ভিতরে থাকা ব্যাটারিতে চার্জ থাকে না একবারে ডেম হয়ে যায়।।।,ভালো চাইলে নিতে পারেন । কিন্তু একমাস গেলে কেসের ভিতরে থাকা ব্যাটারিতে চার্জ থাকে না একবারে ডেম হয়ে যায় ।,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
52265766516421,"গুড লুকিং 😍 সাউন্ড কোয়ালিটিও ভালোই, প্যাকেজিংও খুব ভালো ছিলো। তবে চার্জিং ব্যাকাপ আরও বেশি থাকলে ভালো হতো ওভারাল আর সব ঠিক আছে তবে চার্জিং কেবলের তারটা অনেক ছোট তাও আবার খারাপ। আমার ক্যাবল একটা আলাদা কেনা লাগছে।","গুড লুকিং সাউন্ড কোয়ালিটি ও ভালোই , প্যাকেজিং ও খুব ভালো ছিলো । তবে চার্জিং ব্যাকাপ আরও বেশি থাকলে ভালো হতো ওভারাল আর সব ঠিক আছে তবে চার্জিং কেবলের তার টা অনেক ছোট তাও আবার খারাপ । আমার ক্যাবল একটা আলাদা কেনা লাগছে ।",packaging_positive#product_quality_positive,Positive,"Packaging, Product Quality","{""Packaging"": ""positive"", ""Product Quality"": ""positive""}"
53150743216421,বিল্ড কোয়ালিটি বেশি ভারো না এমনে জিনিস টা ভালো ব্যাটারি টাও বেশি ভালো না এরোকম দামে ঠিক আছে আর বেশে আশা করা যায় না😔,বিল্ড কোয়ালি টি বেশি ভারো না এমনে জিনিস টা ভালো ব্যাটারি টা ও বেশি ভালো না এরোকম দামে ঠিক আছে আর বেশে আশা করা যায় না,price_negative#product_quality_positive,Neutral,"Price, Product Quality","{""Price"": ""negative"", ""Product Quality"": ""positive""}"
53122468816421,"আলহামদুলিল্লাহ ভালো একটা জিনিস পেলেম 
আজকেই পার্সেল টা হাতে পেলাম আর ডেলিভারি মেন টাও অনেক ভালো আপনারা চাইলে নিতে পারেন। সাউন্ড কোয়ালিটি ও অনেক ভালো।",আলহামদুলিল্লাহ ভালো একটা জিনিস পেলেম আজকেই পার্সেল টা হাতে পেলাম আর ডেলিভারি মেন টা ও অনেক ভালো আপনারা চাইলে নিতে পারেন । সাউন্ড কোয়ালি টি ও অনেক ভালো ।,delivery_positive#product_quality_positive,Positive,"Delivery, Product Quality","{""Delivery"": ""positive"", ""Product Quality"": ""positive""}"
53487023316421,"খুব খারাপ লাগলো যে বিশ্বাস করে একটা ব্লুটুথ অর্ডার করেছিলাম কিন্তু তারা নষ্ট একটা ব্লুটুথ দিয়েছে 😢 খুব ফালতু লোক দারাজ এর লোক গুলো, মানুষের হক এর টাকা ঠকিয়ে খাচ্ছে!😢 আল্লাহ কি বান্দার হক মাফ করবেন ? আহ্ মানুষ কেন যে বুঝে না?
টাকার পরিমাণ বেশি না তবে যথাযথ টাকা নিবে কিন্তু মাল ভালো দিবে না এটা তো ঠিক না ! আল্লাহ সবাইকে বুঝার তৌফিক দান করুক।
দয়া করে আপনারা কেউ নিবেন না না হয় আমার মতো ঠকবেন।
ধন্যবাদ","খুব খারাপ লাগলো যে বিশ্বাস করে একটা ব্লুটুথ অর্ডার করেছিলাম কিন্তু তারা নষ্ট একটা ব্লুটুথ দিয়েছে খুব ফালতু লোক দারাজ এর লোক গুলো , মানুষের হক এর টাকা ঠকিয়ে খাচ্ছে ! আল্লাহ কি বান্দার হক মাফ করবেন ? আহ্ মানুষ কেন যে বুঝে না ? টাকার পরিমাণ বেশি না তবে যথাযথ টাকা নিবে কিন্তু মাল ভালো দিবে না এটা তো ঠিক না ! আল্লাহ সবাইকে বুঝার তৌফিক দান করুক । দয়া করে আপনারা কেউ নিবেন না না হয় আমার মতো ঠকবেন । ধন্যবাদ",product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
53541410016421,সবচেয়ে বাজে প্রোডাক্ট চার্জে দিলে চার্জে ওঠেনা হেডফোনে ভালো মতো সাউন্ড হয় না যার যে দুইদিন নিছি চার্জ হয় না এত ফালত পর একটা জীবনে দেখি নাই,সবচেয়ে বাজে প্রোডাক্ট চার্জে দিলে চার্জে ওঠেনা হেডফোনে ভালো মতো সাউন্ড হয় না যার যে দুইদিন নিছি চার্জ হয় না এত ফালত পর একটা জীবনে দেখি নাই,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
52730567816421,"ভাই এইটা নষ্ট কেন দিলেন টাকা তো নিয়ে নিলেন কিন্তু জিনিস তো টিক দিলেন না।চাজে দিলে লাইট জলে এমনে তে  কোন কিছু আসে না, এই টা কোন কথা ভাই","ভাই এই টা নষ্ট কেন দিলেন টাকা তো নিয়ে নিলেন কিন্তু জিনিস তো টিক দিলেন না । চাজে দিলে লাইট জলে এমনে তে কোন কিছু আসে না , এই টা কোন কথা ভাই",product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
53386066116421,প্রোডাক্টটা ভালো ।কিন্তু আসার সময় প্যাকেটের অবস্থা খারাপ ছিল ।এবং সাউন্ড কোয়ালিটি টা একটু খারাপ।,প্রোডাক্ট টা ভালো । কিন্তু আসার সময় প্যাকেটের অবস্থা খারাপ ছিল । এবং সাউন্ড কোয়ালি টি টা একটু খারাপ ।,packaging_negative#product_quality_positive,Neutral,"Packaging, Product Quality","{""Packaging"": ""negative"", ""Product Quality"": ""positive""}"
53067719716421,অনেক বাজে কোয়ালিটি কেউ নিবেন না 😡 একটা চলে আরেকটা চলে না । তার পরে সাউড কোয়ালিটি অনেক বাজে 😡😡,অনেক বাজে কোয়ালি টি কেউ নিবেন না একটা চলে আরেক টা চলে না । তার পরে সাউড কোয়ালি টি অনেক বাজে,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
53164143316421,"প্রথমে ভেবেছিলাম নষ্ট প্রোডাক্ট, কিন্তু পরে চেক করে দেখলাম ঠিক আছে। দাম হিসাবে ভালোই বলা চলে।","প্রথমে ভেবেছিলাম নষ্ট প্রোডাক্ট , কিন্তু পরে চেক করে দেখলাম ঠিক আছে । দাম হিসাবে ভালোই বলা চলে ।",price_positive#product_quality_positive,Positive,"Price, Product Quality","{""Price"": ""positive"", ""Product Quality"": ""positive""}"
53814278016421,ওটা একটা একদমই ভালো না মাত্র এক ঘণ্টার মধ্যে চার্জ থাকে দয়া করে এটি কেউ কিনবেন আপনার ক্ষতি,ওটা একটা একদমই ভালো না মাত্র এক ঘণ্টার মধ্যে চার্জ থাকে দয়া করে এটি কেউ কিনবেন আপনার ক্ষতি,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
52144928816421,এক কথায় অসাধারণ একটি পোডাক্ট ধন্যবাদ এতো সুন্দর পোডাক্ট দেওয়ার জন্য🥰সব মিলাই ২৯০৳ পরছে,এক কথায় অসাধারণ একটি পোডাক্ট ধন্যবাদ এতো সুন্দর পোডাক্ট দেওয়ার জন্য সব মিলাই ২৯০৳ পরছে,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
52929763816421,প্রথমে রিভিউ দেখে ভয় ছিলাম মনে করেছিলাম খারাপ পরবে আমারও আলহামদুলিল্লাহ কোন সমস্যা নাই,প্রথমে রিভিউ দেখে ভয় ছিলাম মনে করেছিলাম খারাপ পরবে আমার ও আলহামদুলিল্লাহ কোন সমস্যা নাই,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
52596234116421,অনেক ভালো প্রোডাক্ট। আপনারা নিতে পারেন  ভাইয়া অনেক ভালো অনেক ভালো ব্যবহার করেছে।,অনেক ভালো প্রোডাক্ট । আপনারা নিতে পারেন ভাইয়া অনেক ভালো অনেক ভালো ব্যবহার করেছে ।,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
54054472516421,"আমি ১ মাস যাবত এটা ব্যাবহার করতেছি খুবই ভালো প্রোডাক্ট, আপনারা নিতে পারেন","আমি ১ মাস যাবত এটা ব্যাবহার করতেছি খুবই ভালো প্রোডাক্ট , আপনারা নিতে পারেন",product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
52431964316421,"মুটামুটি চলে,, কিছু টাকা বেশি নিয়ে এর থেকে ভালো টাই কিনা ভালো হবে","মুটামু টি চলে , , কিছু টাকা বেশি নিয়ে এর থেকে ভালো টাই কিনা ভালো হবে",product_quality_neutral,Neutral,Product Quality,"{""Product Quality"": ""neutral""}"
53064837816421,"অনেক সুন্দর একটা এয়ারপোর্টে আমার খুব পছন্দ হয়েছে 
অনেক ভালো",অনেক সুন্দর একটা এয়ারপোর্টে আমার খুব পছন্দ হয়েছে অনেক ভালো,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
53997373716421,মোটামুটি ভালো আপনারা চাইলে নিতে পারেন দাম উনজাই ভালো,মোটামুটি ভালো আপনারা চাইলে নিতে পারেন দাম উনজাই ভালো,price_positive#product_quality_neutral,Positive,"Price, Product Quality","{""Price"": ""positive"", ""Product Quality"": ""neutral""}"
54514502216421,আলহামদুলিল্লাহ এটা  অত্যন্ত ভালো ছিল আওজ অনেক সুন্দর,আলহামদুলিল্লাহ এটা অত্যন্ত ভালো ছিল আওজ অনেক সুন্দর,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
53612500116421,এই দামা অনেক ভালো এয়ার পট সাওন কয়ালটিনঅনেক ভালো,এই দামা অনেক ভালো এয়ার পট সাওন কয়ালটিনঅনেক ভালো,price_positive#product_quality_positive,Positive,"Price, Product Quality","{""Price"": ""positive"", ""Product Quality"": ""positive""}"
53971921416421,একদম নষ্ট কাজ করে না। আমি কেমন করে রিফান্ড করবো,একদম নষ্ট কাজ করে না । আমি কেমন করে রিফান্ড করবো,price_positive#product_quality_positive,Positive,"Price, Product Quality","{""Price"": ""positive"", ""Product Quality"": ""positive""}"
54439120316421,মোটামুটি ভালো। রিসিভ বাটন নেই।থাকলে ভাল হতো।,মোটামুটি ভালো । রিসিভ বাটন নেই । থাকলে ভাল হতো ।,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
53312948116421,দাম হিসাবে খুব খারাপ না ভালই সবাই নিতে পারেন,দাম হিসাবে খুব খারাপ না ভালই সবাই নিতে পারেন,price_positive#product_quality_positive,Positive,"Price, Product Quality","{""Price"": ""positive"", ""Product Quality"": ""positive""}"
52741360716421,মতি ভালো বেশি একটা ভালো না সাজ টিকে কম,মতি ভালো বেশি একটা ভালো না সাজ টিকে কম,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
54002247316421,একটা ভালো একটা নষ্ট একদম ভালো না ফালতু,একটা ভালো একটা নষ্ট একদম ভালো না ফালতু,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
53325166216421,"অনেক ভালো ও,, আপনার ও চাইলে নিতে পারেন","অনেক ভালো ও , , আপনার ও চাইলে নিতে পারেন",product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
53086010816421,দাম অনুযায়ী ভালো আসে নিতে পারেন 😊😊,দাম অনুযায়ী ভালো আসে নিতে পারেন,price_positive#product_quality_positive,Positive,"Price, Product Quality","{""Price"": ""positive"", ""Product Quality"": ""positive""}"
53752605516421,"আল হামদুলিল্লাহ্, লাইটা অনেক ভালো","আল হামদুলিল্লাহ্ , লাই টা অনেক ভালো",product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
52817801116421,ওনেক সুন্দর  ওনেক ভালো পোডাক,ওনেক সুন্দর ওনেক ভালো পোডাক,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
54113999616421,খুবই রাগ হচ্ছে আর খুবই রাগান্বিত হই বলতে হচ্ছে প্রোডাক্টটা অত্যন্ত বাজে চাস তো থাকেই না এবং দুইটা কানেক্ট করলে একসঙ্গে বন্ধ হয়ে যায়,খুবই রাগ হচ্ছে আর খুবই রাগান্বিত হই বলতে হচ্ছে প্রোডাক্ট টা অত্যন্ত বাজে চাস তো থাকেই না এবং দুই টা কানেক্ট করলে একসঙ্গে বন্ধ হয়ে যায়,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
53450519016421,হেডফোনটা খুব সুন্দর ডেলিভারি ম্যান ভাইয়ের ব্যবহার খুব সুন্দর আমাকে ভালো লাগছে ধন্যবাদ ডেলিভারি ভাইকে,হেডফোন টা খুব সুন্দর ডেলিভারি ম্যান ভাইয়ের ব্যবহার খুব সুন্দর আমাকে ভালো লাগছে ধন্যবাদ ডেলিভারি ভাইকে,delivery_positive#product_quality_positive,Positive,"Delivery, Product Quality","{""Delivery"": ""positive"", ""Product Quality"": ""positive""}"
53842292716421,ভাই মোটা মোটি ভালো ৩৫০ টাকার মধ্যে  একদিন হইসে নিসি মোটা মোটি ভালোই লাগলো দেখি কয়দিন পরে কি হয় একটা সমস্যা আসে তা হোলো কান বেথা করে সারবিস খারাপ দিলে চেন্জ কইরা নিবো,ভাই মো টা মো টি ভালো ৩৫০ টাকার মধ্যে একদিন হইসে নিসি মো টা মো টি ভালোই লাগলো দেখি কয়দিন পরে কি হয় একটা সমস্যা আসে তা হোলো কান বেথা করে সারবিস খারাপ দিলে চেন্জ কইরা নিবো,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
52803539316421,"জঘন্য। আজকে হাতে পেলাম, আমি চেক না করে ডেলিভারি ম্যান থেকে নিয়ে যাই, পরে চেক করে দেখি একদম ই চার্জ থাকে না। এক কানেরটা চলে, আরেকটা নষ্ট। আমি খুবই হতাশ। আর কখনো অনলাইনে অর্ডার করব না।","জঘন্য । আজকে হাতে পেলাম , আমি চেক না করে ডেলিভারি ম্যান থেকে নিয়ে যাই , পরে চেক করে দেখি একদম ই চার্জ থাকে না । এক কানের টা চলে , আরেক টা নষ্ট । আমি খুবই হতাশ । আর কখনো অনলাইনে অর্ডার করব না ।",product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
52989523216421,দয়া করে কেউ কিনবেন না। একদম বাজে প্রোডাক্ট। প্রোডাক্ট টির এয়ার বার্ডস গুলো অচল ও কাজ করে না।। মনে হয় নষ্ট মাল দিয়ে দিসে।। হেয়ার বাডস গুলো বাতি জ্বলে না কানেক্টেড ও হয় না। নষ্ট বাজে। আসলেই দারাজ থেকে কেউ কিছু কিনবেন না৷।।,দয়া করে কেউ কিনবেন না । একদম বাজে প্রোডাক্ট । প্রোডাক্ট টির এয়ার বার্ডস গুলো অচল ও কাজ করে না । । মনে হয় নষ্ট মাল দিয়ে দিসে । । হেয়ার বাডস গুলো বাতি জ্বলে না কানেক্টেড ও হয় না । নষ্ট বাজে । আসলেই দারাজ থেকে কেউ কিছু কিনবেন না৷ । ।,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
53080212816421,জিনিসটি খুবই ভালো লেগেছে যেমন দেখেছি তেমনি পেয়েছি এবার দেখা যাক কেমন ঠিক সই করে সমস্যা হলে রিটার্ন করে দিব সাত দিনের মধ্যে,জিনিস টি খুবই ভালো লেগেছে যেমন দেখেছি তেমনি পেয়েছি এবার দেখা যাক কেমন ঠিক সই করে সমস্যা হলে রিটার্ন করে দিব সাত দিনের মধ্যে,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
52875874916421,হ্যাঁ প্রোডাক্টটির যেরকম দেখেছি অনলাইনে সেরকমই পেয়েছি প্রোডাক্টটি অনেক ভালো সাউন্ড কোয়ালিটি ভালো,হ্যাঁ প্রোডাক্টটির যেরকম দেখেছি অনলাইনে সেরকমই পেয়েছি প্রোডাক্ট টি অনেক ভালো সাউন্ড কোয়ালি টি ভালো,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
53142524516421,একদম বাজে জিনিস।নষ্ট একটা প্রোডাক্ট দিয়েছে।আশা করছি কেউ কিনবেন না।তারা যেনে সুনে নষ্ট টা দিয়েছে,একদম বাজে জিনিস । নষ্ট একটা প্রোডাক্ট দিয়েছে । আশা করছি কেউ কিনবেন না । তারা যেনে সুনে নষ্ট টা দিয়েছে,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
52779930416421,এতোটাও ভালো না সামনে দুইটা লাইটের জন্য চার্জ থাকে না বেশিক্ষণ আর চার্জ হইতে অনেক বেশি দেরি লাগে,এতোটা ও ভালো না সামনে দুই টা লাইটের জন্য চার্জ থাকে না বেশিক্ষণ আর চার্জ হইতে অনেক বেশি দেরি লাগে,product_quality_neutral,Neutral,Product Quality,"{""Product Quality"": ""neutral""}"
52901362416421,অনেক সুন্দর একটা ব্লুটুথ ধন্যবাদ ভাইদের কে অনেক তাড়াতাড়ি প্রোডাক্টটা দেওয়ার জন্য,অনেক সুন্দর একটা ব্লুটুথ ধন্যবাদ ভাইদের কে অনেক তাড়াতাড়ি প্রোডাক্ট টা দেওয়ার জন্য,delivery_positive#product_quality_positive,Positive,"Delivery, Product Quality","{""Delivery"": ""positive"", ""Product Quality"": ""positive""}"
52829813116421,অনেক সুন্দর একটা ব্লুটু থ সাউন্ড আমি একটু নিয়েছি আপনারাও মিলে নিতে পারেন ধন্যবাদ,অনেক সুন্দর একটা ব্লুটু থ সাউন্ড আমি একটু নিয়েছি আপনারা ও মিলে নিতে পারেন ধন্যবাদ,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
52872625616421,খুবই বাজে। জাস্ট চার্জিং টাইমে লাইট জ্বলে। এবং একেবারে নন-ওয়ার্কিং। ডিজগাস্টিং।,খুবই বাজে । জাস্ট চার্জিং টাইমে লাইট জ্বলে । এবং একেবারে নন-ওয়ার্কিং । ডিজগাস্টিং ।,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
52672649716421,একদম ফালতু একটা জিনিস নষ্ট জিনিস দিসে  একদম  ভালো  না  কেও নিয়েন  না  ফালতু,একদম ফালতু একটা জিনিস নষ্ট জিনিস দিসে একদম ভালো না কে ও নিয়েন না ফালতু,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
54747373116421,একদম বাজে আপনার প্রতি অনুরোধ থাকবে এদের কাছ থেকে কেউ কোন পুণ্য নিবেন নাহ.,একদম বাজে আপনার প্রতি অনুরোধ থাকবে এদের কাছ থেকে কেউ কোন পুণ্য নিবেন নাহ.,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
52534215216421,প্রোডাক্ট ভালো না চার্জিং ব্যাকআপ খুব কম। চার্জ বেশিক্ষণ থাকে না।,প্রোডাক্ট ভালো না চার্জিং ব্যাকআপ খুব কম । চার্জ বেশিক্ষণ থাকে না ।,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
53413978916421,আলহামদুলিল্লাহ খুব ভালো কিন্তু ফাইভ ডি লাইটের কারণে চার্জ কম থাকে,আলহামদুলিল্লাহ খুব ভালো কিন্তু ফাইভ ডি লাইটের কারণে চার্জ কম থাকে,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
53558065416421,অনেক ভালো ডিজাইন সুন্দর হয়েছে আলহামদুলিল্লাহ,অনেক ভালো ডিজাইন সুন্দর হয়েছে আলহামদুলিল্লাহ,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
54334074016421,দুনিয়ার সবচেয়ে বাজে হেডফোন কেউ এটা কিনবেন না,দুনিয়ার সবচেয়ে বাজে হেডফোন কেউ এটা কিনবেন না,product_quality_negative,Negative,Product Quality,"{""Product Quality"": ""negative""}"
54420817616421,আপনারা চাইলে প্রোডাক্টটা নিতে পারেন অনেক ভালো,আপনারা চাইলে প্রোডাক্ট টা নিতে পারেন অনেক ভালো,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
53021282716421,প্রোডাক্ট অনেক ভালো সাউন্ড কোয়ালিটি ভালো অনেক,প্রোডাক্ট অনেক ভালো সাউন্ড কোয়ালি টি ভালো অনেক,product_quality_positive,Positive,Product Quality,"{""Product Quality"": ""positive""}"
