review_id,original_text,cleaned_text,sentiment,aspects_str,issue_aspects_str,aspect_polarities_str,label
53547043316421,আলহামদুলিল্লাহ যেমনটা চেয়েছি তেমনটাই পেয়েছি প্রোডাক্টটি অনেক ভালো আপনারা চাইলে নিতে পারেন।আর ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও আচরণ অনেক ভালো,আলহামদুলিল্লাহ যেমনটা চেয়েছি তেমনটাই পেয়েছি প্রোডাক্টটি ভালো আপনারা চাইলে নিতে পারেন ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও আচরণ ভালো,Positive,Product Quality,,product_quality_positive,product_quality_positive
52778760616421,ভালো চাইলে নিতে পারেন। কিন্তু একমাস গেলে কেসের ভিতরে থাকা ব্যাটারিতে চার্জ থাকে না একবারে ডেম হয়ে যায়।।।,ভালো চাইলে নিতে পারেন একমাস কেসের ভিতরে থাকা ব্যাটারিতে চার্জ একবারে ডেম হয়ে যায়,Positive,Product Quality,,product_quality_positive,product_quality_positive
52265766516421,"গুড লুকিং 😍 সাউন্ড কোয়ালিটিও ভালোই, প্যাকেজিংও খুব ভালো ছিলো। তবে চার্জিং ব্যাকাপ আরও বেশি থাকলে ভালো হতো ওভারাল আর সব ঠিক আছে তবে চার্জিং কেবলের তারটা অনেক ছোট তাও আবার খারাপ। আমার ক্যাবল একটা আলাদা কেনা লাগছে।",গুড লুকিং সাউন্ড কোয়ালিটিও ভালোই প্যাকেজিংও খুব ভালো ছিলো চার্জিং ব্যাকাপ থাকলে ভালো হতো ওভারাল ঠিক চার্জিং কেবলের তারটা ছোট তাও খারাপ ক্যাবল একটা আলাদা কেনা লাগছে,Positive,Packaging;Product Quality,,packaging_positive;product_quality_positive,packaging_positive#product_quality_positive
53150743216421,বিল্ড কোয়ালিটি বেশি ভারো না এমনে জিনিস টা ভালো ব্যাটারি টাও বেশি ভালো না এরোকম দামে ঠিক আছে আর বেশে আশা করা যায় না😔,বিল্ড কোয়ালিটি ভারো এমনে জিনিস টা ভালো ব্যাটারি টাও ভালো এরোকম দামে ঠিক বেশে আশা যায়,Neutral,Price;Product Quality,Price,price_negative;product_quality_positive,price_negative#product_quality_positive
53122468816421,"আলহামদুলিল্লাহ ভালো একটা জিনিস পেলেম 
আজকেই পার্সেল টা হাতে পেলাম আর ডেলিভারি মেন টাও অনেক ভালো আপনারা চাইলে নিতে পারেন। সাউন্ড কোয়ালিটি ও অনেক ভালো।",আলহামদুলিল্লাহ ভালো একটা জিনিস পেলেম আজকেই পার্সেল টা হাতে পেলাম ডেলিভারি মেন টাও ভালো আপনারা চাইলে নিতে পারেন সাউন্ড কোয়ালিটি ও ভালো,Positive,Delivery;Product Quality,,delivery_positive;product_quality_positive,delivery_positive#product_quality_positive
53487023316421,"খুব খারাপ লাগলো যে বিশ্বাস করে একটা ব্লুটুথ অর্ডার করেছিলাম কিন্তু তারা নষ্ট একটা ব্লুটুথ দিয়েছে 😢 খুব ফালতু লোক দারাজ এর লোক গুলো, মানুষের হক এর টাকা ঠকিয়ে খাচ্ছে!😢 আল্লাহ কি বান্দার হক মাফ করবেন ? আহ্ মানুষ কেন যে বুঝে না?
টাকার পরিমাণ বেশি না তবে যথাযথ টাকা নিবে কিন্তু মাল ভালো দিবে না এটা তো ঠিক না ! আল্লাহ সবাইকে বুঝার তৌফিক দান করুক।
দয়া করে আপনারা কেউ নিবেন না না হয় আমার মতো ঠকবেন।
ধন্যবাদ",খুব খারাপ লাগলো যে বিশ্বাস একটা ব্লুটুথ অর্ডার করেছিলাম নষ্ট একটা ব্লুটুথ দিয়েছে খুব ফালতু লোক দারাজ এর লোক গুলো মানুষের হক এর টাকা ঠকিয়ে খাচ্ছে আল্লাহ বান্দার হক মাফ করবেন আহ্ মানুষ যে বুঝে টাকার পরিমাণ যথাযথ টাকা নিবে মাল ভালো দিবে এটা তো ঠিক আল্লাহ সবাইকে বুঝার তৌফিক দান করুক দয়া আপনারা কেউ নিবেন হয় ঠকবেন ধন্যবাদ,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53541410016421,সবচেয়ে বাজে প্রোডাক্ট চার্জে দিলে চার্জে ওঠেনা হেডফোনে ভালো মতো সাউন্ড হয় না যার যে দুইদিন নিছি চার্জ হয় না এত ফালত পর একটা জীবনে দেখি নাই,সবচেয়ে বাজে প্রোডাক্ট চার্জে দিলে চার্জে ওঠেনা হেডফোনে ভালো সাউন্ড হয় যার যে দুইদিন নিছি চার্জ হয় এত ফালত একটা জীবনে দেখি নাই,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52730567816421,"ভাই এইটা নষ্ট কেন দিলেন টাকা তো নিয়ে নিলেন কিন্তু জিনিস তো টিক দিলেন না।চাজে দিলে লাইট জলে এমনে তে  কোন কিছু আসে না, এই টা কোন কথা ভাই",ভাই এইটা নষ্ট টাকা তো নিয়ে জিনিস তো টিক চাজে দিলে লাইট জলে এমনে তে আসে টা কথা ভাই,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53386066116421,প্রোডাক্টটা ভালো ।কিন্তু আসার সময় প্যাকেটের অবস্থা খারাপ ছিল ।এবং সাউন্ড কোয়ালিটি টা একটু খারাপ।,প্রোডাক্টটা ভালো আসার সময় প্যাকেটের অবস্থা খারাপ সাউন্ড কোয়ালিটি টা খারাপ,Neutral,Packaging;Product Quality,Packaging,packaging_negative;product_quality_positive,packaging_negative#product_quality_positive
53067719716421,অনেক বাজে কোয়ালিটি কেউ নিবেন না 😡 একটা চলে আরেকটা চলে না । তার পরে সাউড কোয়ালিটি অনেক বাজে 😡😡,বাজে কোয়ালিটি কেউ নিবেন একটা চলে আরেকটা চলে সাউড কোয়ালিটি বাজে,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53164143316421,"প্রথমে ভেবেছিলাম নষ্ট প্রোডাক্ট, কিন্তু পরে চেক করে দেখলাম ঠিক আছে। দাম হিসাবে ভালোই বলা চলে।",প্রথমে ভেবেছিলাম নষ্ট প্রোডাক্ট চেক দেখলাম ঠিক দাম হিসাবে ভালোই বলা চলে,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
53814278016421,ওটা একটা একদমই ভালো না মাত্র এক ঘণ্টার মধ্যে চার্জ থাকে দয়া করে এটি কেউ কিনবেন আপনার ক্ষতি,ওটা একটা একদমই ভালো এক ঘণ্টার মধ্যে চার্জ দয়া এটি কেউ কিনবেন আপনার ক্ষতি,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52144928816421,এক কথায় অসাধারণ একটি পোডাক্ট ধন্যবাদ এতো সুন্দর পোডাক্ট দেওয়ার জন্য🥰সব মিলাই ২৯০৳ পরছে,এক কথায় অসাধারণ পোডাক্ট ধন্যবাদ এতো সুন্দর পোডাক্ট দেওয়ার মিলাই ২৯০৳ পরছে,Positive,Product Quality,,product_quality_positive,product_quality_positive
52929763816421,প্রথমে রিভিউ দেখে ভয় ছিলাম মনে করেছিলাম খারাপ পরবে আমারও আলহামদুলিল্লাহ কোন সমস্যা নাই,প্রথমে রিভিউ দেখে ভয় ছিলাম মনে করেছিলাম খারাপ পরবে আমারও আলহামদুলিল্লাহ সমস্যা নাই,Positive,Product Quality,,product_quality_positive,product_quality_positive
52596234116421,অনেক ভালো প্রোডাক্ট। আপনারা নিতে পারেন  ভাইয়া অনেক ভালো অনেক ভালো ব্যবহার করেছে।,ভালো প্রোডাক্ট আপনারা নিতে পারেন ভাইয়া ভালো ভালো ব্যবহার করেছে,Positive,Product Quality,,product_quality_positive,product_quality_positive
54054472516421,"আমি ১ মাস যাবত এটা ব্যাবহার করতেছি খুবই ভালো প্রোডাক্ট, আপনারা নিতে পারেন",আমি ১ মাস যাবত এটা ব্যাবহার করতেছি খুবই ভালো প্রোডাক্ট আপনারা নিতে পারেন,Positive,Product Quality,,product_quality_positive,product_quality_positive
52431964316421,"মুটামুটি চলে,, কিছু টাকা বেশি নিয়ে এর থেকে ভালো টাই কিনা ভালো হবে",মুটামুটি চলে টাকা নিয়ে এর ভালো টাই কিনা ভালো,Neutral,Product Quality,,product_quality_neutral,product_quality_neutral
53064837816421,"অনেক সুন্দর একটা এয়ারপোর্টে আমার খুব পছন্দ হয়েছে 
অনেক ভালো",সুন্দর একটা এয়ারপোর্টে খুব পছন্দ হয়েছে ভালো,Positive,Product Quality,,product_quality_positive,product_quality_positive
53997373716421,মোটামুটি ভালো আপনারা চাইলে নিতে পারেন দাম উনজাই ভালো,মোটামুটি ভালো আপনারা চাইলে নিতে পারেন দাম উনজাই ভালো,Positive,Price;Product Quality,,price_positive;product_quality_neutral,price_positive#product_quality_neutral
54514502216421,আলহামদুলিল্লাহ এটা  অত্যন্ত ভালো ছিল আওজ অনেক সুন্দর,আলহামদুলিল্লাহ এটা অত্যন্ত ভালো আওজ সুন্দর,Positive,Product Quality,,product_quality_positive,product_quality_positive
53612500116421,এই দামা অনেক ভালো এয়ার পট সাওন কয়ালটিনঅনেক ভালো,দামা ভালো এয়ার পট সাওন কয়ালটিনঅনেক ভালো,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
53971921416421,একদম নষ্ট কাজ করে না। আমি কেমন করে রিফান্ড করবো,একদম নষ্ট কাজ আমি কেমন রিফান্ড করবো,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
54439120316421,মোটামুটি ভালো। রিসিভ বাটন নেই।থাকলে ভাল হতো।,মোটামুটি ভালো রিসিভ বাটন নেই থাকলে ভাল হতো,Positive,Product Quality,,product_quality_positive,product_quality_positive
53312948116421,দাম হিসাবে খুব খারাপ না ভালই সবাই নিতে পারেন,দাম হিসাবে খুব খারাপ ভালই সবাই নিতে পারেন,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
52741360716421,মতি ভালো বেশি একটা ভালো না সাজ টিকে কম,মতি ভালো একটা ভালো সাজ টিকে,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
54002247316421,একটা ভালো একটা নষ্ট একদম ভালো না ফালতু,একটা ভালো একটা নষ্ট একদম ভালো ফালতু,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53325166216421,"অনেক ভালো ও,, আপনার ও চাইলে নিতে পারেন",ভালো ও আপনার ও চাইলে নিতে পারেন,Positive,Product Quality,,product_quality_positive,product_quality_positive
53086010816421,দাম অনুযায়ী ভালো আসে নিতে পারেন 😊😊,দাম অনুযায়ী ভালো আসে নিতে পারেন,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
53752605516421,"আল হামদুলিল্লাহ্, লাইটা অনেক ভালো",আল হামদুলিল্লাহ্ লাইটা ভালো,Positive,Product Quality,,product_quality_positive,product_quality_positive
52817801116421,ওনেক সুন্দর  ওনেক ভালো পোডাক,ওনেক সুন্দর ওনেক ভালো পোডাক,Positive,Product Quality,,product_quality_positive,product_quality_positive
54113999616421,খুবই রাগ হচ্ছে আর খুবই রাগান্বিত হই বলতে হচ্ছে প্রোডাক্টটা অত্যন্ত বাজে চাস তো থাকেই না এবং দুইটা কানেক্ট করলে একসঙ্গে বন্ধ হয়ে যায়,খুবই রাগ খুবই রাগান্বিত হই বলতে প্রোডাক্টটা অত্যন্ত বাজে চাস তো থাকেই দুইটা কানেক্ট করলে একসঙ্গে বন্ধ হয়ে যায়,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53450519016421,হেডফোনটা খুব সুন্দর ডেলিভারি ম্যান ভাইয়ের ব্যবহার খুব সুন্দর আমাকে ভালো লাগছে ধন্যবাদ ডেলিভারি ভাইকে,হেডফোনটা খুব সুন্দর ডেলিভারি ম্যান ভাইয়ের ব্যবহার খুব সুন্দর ভালো লাগছে ধন্যবাদ ডেলিভারি ভাইকে,Positive,Delivery;Product Quality,,delivery_positive;product_quality_positive,delivery_positive#product_quality_positive
53842292716421,ভাই মোটা মোটি ভালো ৩৫০ টাকার মধ্যে  একদিন হইসে নিসি মোটা মোটি ভালোই লাগলো দেখি কয়দিন পরে কি হয় একটা সমস্যা আসে তা হোলো কান বেথা করে সারবিস খারাপ দিলে চেন্জ কইরা নিবো,ভাই মোটা মোটি ভালো ৩৫০ টাকার মধ্যে একদিন হইসে নিসি মোটা মোটি ভালোই লাগলো দেখি কয়দিন হয় একটা সমস্যা আসে হোলো কান বেথা সারবিস খারাপ দিলে চেন্জ কইরা নিবো,Positive,Product Quality,,product_quality_positive,product_quality_positive
52803539316421,"জঘন্য। আজকে হাতে পেলাম, আমি চেক না করে ডেলিভারি ম্যান থেকে নিয়ে যাই, পরে চেক করে দেখি একদম ই চার্জ থাকে না। এক কানেরটা চলে, আরেকটা নষ্ট। আমি খুবই হতাশ। আর কখনো অনলাইনে অর্ডার করব না।",জঘন্য আজকে হাতে পেলাম আমি চেক ডেলিভারি ম্যান নিয়ে যাই চেক দেখি একদম ই চার্জ এক কানেরটা চলে আরেকটা নষ্ট আমি খুবই হতাশ অনলাইনে অর্ডার করব,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52989523216421,দয়া করে কেউ কিনবেন না। একদম বাজে প্রোডাক্ট। প্রোডাক্ট টির এয়ার বার্ডস গুলো অচল ও কাজ করে না।। মনে হয় নষ্ট মাল দিয়ে দিসে।। হেয়ার বাডস গুলো বাতি জ্বলে না কানেক্টেড ও হয় না। নষ্ট বাজে। আসলেই দারাজ থেকে কেউ কিছু কিনবেন না৷।।,দয়া কেউ কিনবেন একদম বাজে প্রোডাক্ট প্রোডাক্ট টির এয়ার বার্ডস গুলো অচল ও কাজ মনে হয় নষ্ট মাল দিয়ে দিসে হেয়ার বাডস গুলো বাতি জ্বলে কানেক্টেড ও হয় নষ্ট বাজে আসলেই দারাজ কেউ কিনবেন না৷,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53080212816421,জিনিসটি খুবই ভালো লেগেছে যেমন দেখেছি তেমনি পেয়েছি এবার দেখা যাক কেমন ঠিক সই করে সমস্যা হলে রিটার্ন করে দিব সাত দিনের মধ্যে,জিনিসটি খুবই ভালো লেগেছে দেখেছি তেমনি পেয়েছি এবার দেখা যাক কেমন ঠিক সই সমস্যা রিটার্ন দিব সাত দিনের মধ্যে,Positive,Product Quality,,product_quality_positive,product_quality_positive
52875874916421,হ্যাঁ প্রোডাক্টটির যেরকম দেখেছি অনলাইনে সেরকমই পেয়েছি প্রোডাক্টটি অনেক ভালো সাউন্ড কোয়ালিটি ভালো,হ্যাঁ প্রোডাক্টটির যেরকম দেখেছি অনলাইনে সেরকমই পেয়েছি প্রোডাক্টটি ভালো সাউন্ড কোয়ালিটি ভালো,Positive,Product Quality,,product_quality_positive,product_quality_positive
53142524516421,একদম বাজে জিনিস।নষ্ট একটা প্রোডাক্ট দিয়েছে।আশা করছি কেউ কিনবেন না।তারা যেনে সুনে নষ্ট টা দিয়েছে,একদম বাজে জিনিস নষ্ট একটা প্রোডাক্ট দিয়েছে আশা করছি কেউ কিনবেন যেনে সুনে নষ্ট টা দিয়েছে,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52779930416421,এতোটাও ভালো না সামনে দুইটা লাইটের জন্য চার্জ থাকে না বেশিক্ষণ আর চার্জ হইতে অনেক বেশি দেরি লাগে,এতোটাও ভালো সামনে দুইটা লাইটের চার্জ বেশিক্ষণ চার্জ হইতে দেরি লাগে,Neutral,Product Quality,,product_quality_neutral,product_quality_neutral
52901362416421,অনেক সুন্দর একটা ব্লুটুথ ধন্যবাদ ভাইদের কে অনেক তাড়াতাড়ি প্রোডাক্টটা দেওয়ার জন্য,সুন্দর একটা ব্লুটুথ ধন্যবাদ ভাইদের তাড়াতাড়ি প্রোডাক্টটা দেওয়ার,Positive,Delivery;Product Quality,,delivery_positive;product_quality_positive,delivery_positive#product_quality_positive
52829813116421,অনেক সুন্দর একটা ব্লুটু থ সাউন্ড আমি একটু নিয়েছি আপনারাও মিলে নিতে পারেন ধন্যবাদ,সুন্দর একটা ব্লুটু থ সাউন্ড আমি নিয়েছি আপনারাও মিলে নিতে পারেন ধন্যবাদ,Positive,Product Quality,,product_quality_positive,product_quality_positive
52872625616421,খুবই বাজে। জাস্ট চার্জিং টাইমে লাইট জ্বলে। এবং একেবারে নন-ওয়ার্কিং। ডিজগাস্টিং।,খুবই বাজে জাস্ট চার্জিং টাইমে লাইট জ্বলে একেবারে নন ওয়ার্কিং ডিজগাস্টিং,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52672649716421,একদম ফালতু একটা জিনিস নষ্ট জিনিস দিসে  একদম  ভালো  না  কেও নিয়েন  না  ফালতু,একদম ফালতু একটা জিনিস নষ্ট জিনিস দিসে একদম ভালো কেও নিয়েন ফালতু,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
54747373116421,একদম বাজে আপনার প্রতি অনুরোধ থাকবে এদের কাছ থেকে কেউ কোন পুণ্য নিবেন নাহ.,একদম বাজে আপনার অনুরোধ এদের কাছ কেউ পুণ্য নিবেন নাহ,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52534215216421,প্রোডাক্ট ভালো না চার্জিং ব্যাকআপ খুব কম। চার্জ বেশিক্ষণ থাকে না।,প্রোডাক্ট ভালো চার্জিং ব্যাকআপ খুব চার্জ বেশিক্ষণ,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53413978916421,আলহামদুলিল্লাহ খুব ভালো কিন্তু ফাইভ ডি লাইটের কারণে চার্জ কম থাকে,আলহামদুলিল্লাহ খুব ভালো ফাইভ ডি লাইটের কারণে চার্জ,Positive,Product Quality,,product_quality_positive,product_quality_positive
53558065416421,অনেক ভালো ডিজাইন সুন্দর হয়েছে আলহামদুলিল্লাহ,ভালো ডিজাইন সুন্দর হয়েছে আলহামদুলিল্লাহ,Positive,Product Quality,,product_quality_positive,product_quality_positive
54334074016421,দুনিয়ার সবচেয়ে বাজে হেডফোন কেউ এটা কিনবেন না,দুনিয়ার সবচেয়ে বাজে হেডফোন কেউ এটা কিনবেন,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
54420817616421,আপনারা চাইলে প্রোডাক্টটা নিতে পারেন অনেক ভালো,আপনারা চাইলে প্রোডাক্টটা নিতে পারেন ভালো,Positive,Product Quality,,product_quality_positive,product_quality_positive
53021282716421,প্রোডাক্ট অনেক ভালো সাউন্ড কোয়ালিটি ভালো অনেক,প্রোডাক্ট ভালো সাউন্ড কোয়ালিটি ভালো,Positive,Product Quality,,product_quality_positive,product_quality_positive
52876234116421,সাউন্ড কোয়ালিটি ভালো আছে দেখতেও সুন্দর 👌,সাউন্ড কোয়ালিটি ভালো দেখতেও সুন্দর,Positive,Product Quality,,product_quality_positive,product_quality_positive
52619683416421,"মোটা মুটি ভালো আছে এই দামে, বাট একদম হালকা!",মোটা মুটি ভালো দামে বাট একদম হালকা,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
53874993816421,"একদম বাজে প্রডাক্ট একদম ফালতু
কানেক্ট হয়না",একদম বাজে প্রডাক্ট একদম ফালতু কানেক্ট হয়না,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
54370095116421,ভালো না।। নষ্ট ইয়ারপড দিছে।।।।😡😡😡😡,ভালো নষ্ট ইয়ারপড দিছে,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52553586016421,এভারেজ। বাট বেশি হালকা। সাউন্ড ভালই,এভারেজ বাট হালকা সাউন্ড ভালই,Neutral,Product Quality,,product_quality_neutral,product_quality_neutral
52537208616421,ফালতু একটা বন্য ভাই এটা চলে না%,ফালতু একটা বন্য ভাই এটা চলে,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53114382116421,নষ্ট জিনিস দিসে কানেক্টই হয় না,নষ্ট জিনিস দিসে কানেক্টই হয়,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53100162116421,"আনার পরে দেখি চলেনা, অনেই হয়না",আনার দেখি চলেনা অনেই হয়না,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
53428440316421,ফালতু একটা জিনিস পুরাই নষ্ট।😡,ফালতু একটা জিনিস পুরাই নষ্ট,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52341976016421,অনেক ভালো। সবাই নিতে পারেন🥰,ভালো সবাই নিতে পারেন,Positive,Product Quality,,product_quality_positive,product_quality_positive
53189440216421,একেবারে ফালতু কেউ নিয়েন না,একেবারে ফালতু কেউ নিয়েন,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52356364716421,খুভই বাজে কেউ নিয়ন না ভাি,খুভই বাজে কেউ নিয়ন ভাি,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
52823831216421,দাম হিসাবে ওতোটা ভালো না,দাম হিসাবে ওতোটা ভালো,Negative,Price;Product Quality,Product Quality,price_neutral;product_quality_negative,price_neutral#product_quality_negative
54346942316421,হ্যাঁ সবকিছু ঠিক আছে দাম হিসেবে তেমন একটা খারাপ না কিন্তু কোয়ালিটি তার তেমন একটা ভালো লাগে নাই এই দাম হিসেবে ঠিক আছে এটা পাইনি,হ্যাঁ সবকিছু ঠিক দাম হিসেবে একটা খারাপ কোয়ালিটি একটা ভালো লাগে নাই দাম হিসেবে ঠিক এটা পাইনি,Neutral,Price;Product Quality,,price_neutral;product_quality_neutral,price_neutral#product_quality_neutral
