review_id,original_text,cleaned_text,language,rating,date,is_annotated,sentiment,aspects_str,issue_aspects_str,aspect_polarities_str,label,image_urls
53821031516421,"জিনিস ভালই সুন্দর আছে জেহুতু গেমিং এর জন্য চাইলে নিতে পারেন।  আর এটা সুধু নামেই গেমিং কিন্তু  কাজে না এটা সাধরন এয়ারবাসের মতই এতে আলাদা কুনো গেমিং মড নাই।  ৩৪৫টাকায় ভালই। আর একটা কথা ১০০টা মাল কিনলে ৮০টাতেই পবলেম থাকে। যেমন আমারটা ডান কানের টার ২০-৩০ ছেগেনটের বেসি চলত না। তাই আমার আগের এয়ারবাসের বেটরি এড করেছি এরপর ভালই ব্যকাব দিচ্ছে ।  ৭দিন ইওজ কারার পর রিভিও দিলাম।   
    আল্লাহাফেজ ❤️‍🩹",জিনিস ভালই সুন্দর জেহুতু গেমিং এর চাইলে নিতে পারেন এটা সুধু নামেই গেমিং কাজে এটা সাধরন এয়ারবাসের মতই এতে আলাদা কুনো গেমিং মড নাই ৩৪৫টাকায় ভালই একটা কথা ১০০টা মাল কিনলে ৮০টাতেই পবলেম আমারটা ডান কানের টার ২০ ৩০ ছেগেনটের বেসি চলত তাই আগের এয়ারবাসের বেটরি এড করেছি এরপর ভালই ব্যকাব দিচ্ছে ৭দিন ইওজ কারার রিভিও দিলাম আল্লাহাফেজ,bn,5,11 Jun 2025,True,Positive,Product Quality,,product_quality_positive,product_quality_positive,https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_1_1749642509.452355.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_2_1749642509.886347.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_3_1749642510.134257.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_4_1749642510.762679.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_5_1749642511.371406.jpg; https://lzd-u.slatic.net/9fb363c83d434147878e375e69b29977_6_1749642511.633189.jpg
53547043316421,আলহামদুলিল্লাহ যেমনটা চেয়েছি তেমনটাই পেয়েছি প্রোডাক্টটি অনেক ভালো আপনারা চাইলে নিতে পারেন।আর ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও আচরণ অনেক ভালো,আলহামদুলিল্লাহ যেমনটা চেয়েছি তেমনটাই পেয়েছি প্রোডাক্টটি ভালো আপনারা চাইলে নিতে পারেন ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও আচরণ ভালো,bn,5,17 May 2025,True,Positive,Product Quality,,product_quality_positive,product_quality_positive,https://lzd-u.slatic.net/c986be9469bd4bc3861bc412805862d0_ae02f11e6e674dff8333752bb7000011.jpg; https://lzd-u.slatic.net/c986be9469bd4bc3861bc412805862d0_29cedc32865b4137853de6c4fae4ad89.jpg
52778760616421,ভালো চাইলে নিতে পারেন। কিন্তু একমাস গেলে কেসের ভিতরে থাকা ব্যাটারিতে চার্জ থাকে না একবারে ডেম হয়ে যায়।।।,ভালো চাইলে নিতে পারেন একমাস কেসের ভিতরে থাকা ব্যাটারিতে চার্জ একবারে ডেম হয়ে যায়,bn,5,15 Mar 2025,True,Positive,Product Quality,,product_quality_positive,product_quality_positive,https://lzd-u.slatic.net/a5b5b1feaf95422a9ca33bb08385cc74_86495848fb6a436cbbc2024695886819.jpg; https://lzd-u.slatic.net/a5b5b1feaf95422a9ca33bb08385cc74_b17d5cbfef8c4d6d9d6b30a396d9600c.jpg; https://lzd-u.slatic.net/a5b5b1feaf95422a9ca33bb08385cc74_216b45649b5d456a9239e28a2a71008b.jpg
52265766516421,"গুড লুকিং 😍 সাউন্ড কোয়ালিটিও ভালোই, প্যাকেজিংও খুব ভালো ছিলো। তবে চার্জিং ব্যাকাপ আরও বেশি থাকলে ভালো হতো ওভারাল আর সব ঠিক আছে তবে চার্জিং কেবলের তারটা অনেক ছোট তাও আবার খারাপ। আমার ক্যাবল একটা আলাদা কেনা লাগছে।",গুড লুকিং সাউন্ড কোয়ালিটিও ভালোই প্যাকেজিংও খুব ভালো ছিলো চার্জিং ব্যাকাপ থাকলে ভালো হতো ওভারাল ঠিক চার্জিং কেবলের তারটা ছোট তাও খারাপ ক্যাবল একটা আলাদা কেনা লাগছে,bn,5,02 Feb 2025,True,Positive,Packaging;Product Quality,,packaging_positive;product_quality_positive,packaging_positive#product_quality_positive,https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_c71fb8d5ab3a4def915dccd7128b0a93.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_2c9f1972ed2b4e7b8957762fac5c39f3.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_85a3bba04cc04dcfbb23919d3757e1d4.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_c9402a4dac7f4fc6841fd916a0a4d7fe.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_5b06bddf51994e16875245aa3778f008.jpg; https://lzd-u.slatic.net/426a5042079f41789a7af8a98c238039_98738925a2bf4797b6321a5430263797.jpg
53150743216421,বিল্ড কোয়ালিটি বেশি ভারো না এমনে জিনিস টা ভালো ব্যাটারি টাও বেশি ভালো না এরোকম দামে ঠিক আছে আর বেশে আশা করা যায় না😔,বিল্ড কোয়ালিটি ভারো এমনে জিনিস টা ভালো ব্যাটারি টাও ভালো এরোকম দামে ঠিক বেশে আশা যায়,bn,5,17 Apr 2025,True,Neutral,Price;Product Quality,Price,price_negative;product_quality_positive,price_negative#product_quality_positive,https://lzd-u.slatic.net/49ca78909a414e4c8b6ba1f8c9bba6ed_1eab7d98c9d6456f81998b244f52b5be.jpg; https://lzd-u.slatic.net/3ae8f85f7b774860a745ac3c6f3f3f5d_0db4d505366f4cafa35a0427975a13c5.jpg; https://lzd-u.slatic.net/3ae8f85f7b774860a745ac3c6f3f3f5d_1c8f19f7cd314c009e8f78741bb6680a.jpg; https://lzd-u.slatic.net/3ae8f85f7b774860a745ac3c6f3f3f5d_5b1f7a0300864383b322d00b3d226d62.jpg; https://lzd-u.slatic.net/3ae8f85f7b774860a745ac3c6f3f3f5d_08b85d94d2f241648991b051dd40be22.jpg
53122468816421,"আলহামদুলিল্লাহ ভালো একটা জিনিস পেলেম 
আজকেই পার্সেল টা হাতে পেলাম আর ডেলিভারি মেন টাও অনেক ভালো আপনারা চাইলে নিতে পারেন। সাউন্ড কোয়ালিটি ও অনেক ভালো।",আলহামদুলিল্লাহ ভালো একটা জিনিস পেলেম আজকেই পার্সেল টা হাতে পেলাম ডেলিভারি মেন টাও ভালো আপনারা চাইলে নিতে পারেন সাউন্ড কোয়ালিটি ও ভালো,bn,5,13 Apr 2025,True,Positive,Delivery;Product Quality,,delivery_positive;product_quality_positive,delivery_positive#product_quality_positive,https://lzd-u.slatic.net/8b64e708b1cc4011900585fa9ca0846e_7738d6ed570c44eea60f03afdd6d2db2.jpg; https://lzd-u.slatic.net/8b64e708b1cc4011900585fa9ca0846e_d399cb62297e40dbb2405a8cc7cad845.jpg; https://lzd-u.slatic.net/8b64e708b1cc4011900585fa9ca0846e_93f0e899964f4cc198372ac5aba7e7ac.jpg; https://lzd-u.slatic.net/8b64e708b1cc4011900585fa9ca0846e_78317799d0e74c80b5195a2d9e669971.jpg
53487023316421,"খুব খারাপ লাগলো যে বিশ্বাস করে একটা ব্লুটুথ অর্ডার করেছিলাম কিন্তু তারা নষ্ট একটা ব্লুটুথ দিয়েছে 😢 খুব ফালতু লোক দারাজ এর লোক গুলো, মানুষের হক এর টাকা ঠকিয়ে খাচ্ছে!😢 আল্লাহ কি বান্দার হক মাফ করবেন ? আহ্ মানুষ কেন যে বুঝে না?
টাকার পরিমাণ বেশি না তবে যথাযথ টাকা নিবে কিন্তু মাল ভালো দিবে না এটা তো ঠিক না ! আল্লাহ সবাইকে বুঝার তৌফিক দান করুক।
দয়া করে আপনারা কেউ নিবেন না না হয় আমার মতো ঠকবেন।
ধন্যবাদ",খুব খারাপ লাগলো যে বিশ্বাস একটা ব্লুটুথ অর্ডার করেছিলাম নষ্ট একটা ব্লুটুথ দিয়েছে খুব ফালতু লোক দারাজ এর লোক গুলো মানুষের হক এর টাকা ঠকিয়ে খাচ্ছে আল্লাহ বান্দার হক মাফ করবেন আহ্ মানুষ যে বুঝে টাকার পরিমাণ যথাযথ টাকা নিবে মাল ভালো দিবে এটা তো ঠিক আল্লাহ সবাইকে বুঝার তৌফিক দান করুক দয়া আপনারা কেউ নিবেন হয় ঠকবেন ধন্যবাদ,bn,5,12 May 2025,True,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative,https://lzd-u.slatic.net/a6ccbaf5448b435cb8fd0b159a9095e4_3563523066954d349ce84fc91c20703e.jpg
53541410016421,সবচেয়ে বাজে প্রোডাক্ট চার্জে দিলে চার্জে ওঠেনা হেডফোনে ভালো মতো সাউন্ড হয় না যার যে দুইদিন নিছি চার্জ হয় না এত ফালত পর একটা জীবনে দেখি নাই,সবচেয়ে বাজে প্রোডাক্ট চার্জে দিলে চার্জে ওঠেনা হেডফোনে ভালো সাউন্ড হয় যার যে দুইদিন নিছি চার্জ হয় এত ফালত একটা জীবনে দেখি নাই,bn,5,20 May 2025,True,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative,https://lzd-u.slatic.net/763c1848c5e24970b783c351440ba7b7_9e2d20842b8c4d5fba06c9d03a32e534.jpg
52730567816421,"ভাই এইটা নষ্ট কেন দিলেন টাকা তো নিয়ে নিলেন কিন্তু জিনিস তো টিক দিলেন না।চাজে দিলে লাইট জলে এমনে তে  কোন কিছু আসে না, এই টা কোন কথা ভাই",ভাই এইটা নষ্ট টাকা তো নিয়ে জিনিস তো টিক চাজে দিলে লাইট জলে এমনে তে আসে টা কথা ভাই,bn,5,11 Mar 2025,True,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative,https://lzd-u.slatic.net/7f55c3d7f80f4170a4622ddb332e8dc4_b75a7e229f2b45f4825d93bb010a6f92.jpg; https://lzd-u.slatic.net/84611b9ff76e49d8b1d5bfece4b9e022_b17c439272df426f8cca9155b22b171f.jpg
53514554016421,"চার্জ বক্সে থাকেনা বললেই চলে,ফোন পকেট এ রাখে গান প্লে করলে আটকে আটকে যায়।আর টাচ সেন্সর এইটায় আছে বলে মনে হলোনা।",চার্জ বক্সে থাকেনা বললেই চলে ফোন পকেট এ রাখে গান প্লে করলে আটকে আটকে যায় টাচ সেন্সর এইটায় বলে মনে হলোনা,bn,5,14 May 2025,False,,,,,,https://lzd-u.slatic.net/b4b0b6372c0e441ba96bee50b9711a94_9a00c1c431b44ef4b1d18e90eba10e12.jpg; https://lzd-u.slatic.net/f431636eeb3d44bcb78b53ba35b7627e_9132ae82627a45e692251b43e864aee3.jpg
53386066116421,প্রোডাক্টটা ভালো ।কিন্তু আসার সময় প্যাকেটের অবস্থা খারাপ ছিল ।এবং সাউন্ড কোয়ালিটি টা একটু খারাপ।,প্রোডাক্টটা ভালো আসার সময় প্যাকেটের অবস্থা খারাপ সাউন্ড কোয়ালিটি টা খারাপ,bn,5,05 May 2025,True,Neutral,Packaging;Product Quality,Packaging,packaging_negative;product_quality_positive,packaging_negative#product_quality_positive,https://lzd-u.slatic.net/82c74d19631e4162bc1591b5db5a66ae_cc1cfaad6131481dae0601358e30a4c1.jpg
53067719716421,অনেক বাজে কোয়ালিটি কেউ নিবেন না 😡 একটা চলে আরেকটা চলে না । তার পরে সাউড কোয়ালিটি অনেক বাজে 😡😡,বাজে কোয়ালিটি কেউ নিবেন একটা চলে আরেকটা চলে সাউড কোয়ালিটি বাজে,bn,5,10 Apr 2025,True,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative,https://lzd-u.slatic.net/f57c6ff90f4a4bfb9f50bc8b99774d53_89bf9501c609436a8283f1edf383f89b.jpg
52531361516421,বক্সে চার্জ চার্জ আছে কিন্তু ইয়ার ফোনে কোন চার্জ হচ্ছে না  ইয়ারফোন রাখার পর  চাার্জ হচ্ছে না,বক্সে চার্জ চার্জ ইয়ার ফোনে চার্জ ইয়ারফোন রাখার চাার্জ,bn,5,24 Feb 2025,False,,,,,,https://lzd-u.slatic.net/4b352a9f9481492dba8b6d6830491118_87f723c31a9b4011adeb257c6e029cef.jpg; https://lzd-u.slatic.net/4b352a9f9481492dba8b6d6830491118_9a297799c52745589d16a4d668924356.jpg
53164143316421,"প্রথমে ভেবেছিলাম নষ্ট প্রোডাক্ট, কিন্তু পরে চেক করে দেখলাম ঠিক আছে। দাম হিসাবে ভালোই বলা চলে।",প্রথমে ভেবেছিলাম নষ্ট প্রোডাক্ট চেক দেখলাম ঠিক দাম হিসাবে ভালোই বলা চলে,bn,4,17 Apr 2025,True,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive,https://lzd-u.slatic.net/b336a2852d35427681ecdf8500f8534b_b39d7649a3d84b86a9fe798df0a03324.jpg
53814278016421,ওটা একটা একদমই ভালো না মাত্র এক ঘণ্টার মধ্যে চার্জ থাকে দয়া করে এটি কেউ কিনবেন আপনার ক্ষতি,ওটা একটা একদমই ভালো এক ঘণ্টার মধ্যে চার্জ দয়া এটি কেউ কিনবেন আপনার ক্ষতি,bn,5,05 Jun 2025,True,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative,https://lzd-u.slatic.net/46602fa054c84699a0e54c0701bffb24_0afee3ca849d470bb3d8672fce623df6.jpg; https://lzd-u.slatic.net/46602fa054c84699a0e54c0701bffb24_34841bd597d943b2990e61d76a507f45.jpg
52144928816421,এক কথায় অসাধারণ একটি পোডাক্ট ধন্যবাদ এতো সুন্দর পোডাক্ট দেওয়ার জন্য🥰সব মিলাই ২৯০৳ পরছে,এক কথায় অসাধারণ পোডাক্ট ধন্যবাদ এতো সুন্দর পোডাক্ট দেওয়ার মিলাই ২৯০৳ পরছে,bn,5,25 Jan 2025,True,Positive,Product Quality,,product_quality_positive,product_quality_positive,https://lzd-u.slatic.net/cb6665b63556442784a3308390bfad72_23aeb42b7fce4430b2a7ecef4d52a2d0.jpg
52929763816421,প্রথমে রিভিউ দেখে ভয় ছিলাম মনে করেছিলাম খারাপ পরবে আমারও আলহামদুলিল্লাহ কোন সমস্যা নাই,প্রথমে রিভিউ দেখে ভয় ছিলাম মনে করেছিলাম খারাপ পরবে আমারও আলহামদুলিল্লাহ সমস্যা নাই,bn,5,24 Mar 2025,True,Positive,Product Quality,,product_quality_positive,product_quality_positive,https://lzd-u.slatic.net/381045fffb5a4a7a8415096db3f62227_f87543e8641649df8decce4a1f6cd501.jpg; https://lzd-u.slatic.net/3580b922535f4fe283c69a81e20bdf87_193d7729364542fc977265c5e607de81.jpg
52596234116421,অনেক ভালো প্রোডাক্ট। আপনারা নিতে পারেন  ভাইয়া অনেক ভালো অনেক ভালো ব্যবহার করেছে।,ভালো প্রোডাক্ট আপনারা নিতে পারেন ভাইয়া ভালো ভালো ব্যবহার করেছে,bn,5,02 Mar 2025,True,Positive,Product Quality,,product_quality_positive,product_quality_positive,https://lzd-u.slatic.net/0fe8b68620e84d449e71c3b63232e2cc_33a891e6eb5a4c66b64c52379ba60b0a.jpg; https://lzd-u.slatic.net/0fe8b68620e84d449e71c3b63232e2cc_ba64a47a5d71436cb181c0bc02a7d65b.jpg; https://lzd-u.slatic.net/0fe8b68620e84d449e71c3b63232e2cc_9597ded7e96a4965bd7e5453f66f2307.jpg; https://lzd-u.slatic.net/0fe8b68620e84d449e71c3b63232e2cc_c904477495d74ea6b82ab0f7bbab2afb.jpg
52423028216421,"সাউন্ড কোয়ালিটি, ডিজাইন খুব ভালো,
কিন্তু চার্জ তাড়াতাড়ি শেষ হয় বলে মনে হচ্ছে।",সাউন্ড কোয়ালিটি ডিজাইন খুব ভালো চার্জ তাড়াতাড়ি শেষ হয় বলে মনে,bn,5,15 Feb 2025,False,,,,,,https://lzd-u.slatic.net/dcdb790d604a4ba99186714fb462fc00_b3a7d94bbfeb419191a2148d105c45ad.jpg; https://lzd-u.slatic.net/400394e340ff4e4fbeffdf9fc3524821_b26f328eb25347b49c4297e21a133ae5.jpg
52296083416421,"আর ভালো খুজে লাভ নাই। 
এটাই বাস্তব, এর থেকে কম দামে ভালো খুজলে নিজে বানান।",ভালো খুজে লাভ নাই এটাই বাস্তব এর দামে ভালো খুজলে বানান,bn,5,23 Feb 2025,False,,,,,,https://lzd-u.slatic.net/1a7713e690db46c4802011569cc86916_4b0f1c573ce943408d3c1099698811f7.jpg
54054472516421,"আমি ১ মাস যাবত এটা ব্যাবহার করতেছি খুবই ভালো প্রোডাক্ট, আপনারা নিতে পারেন",আমি ১ মাস যাবত এটা ব্যাবহার করতেছি খুবই ভালো প্রোডাক্ট আপনারা নিতে পারেন,bn,5,08 Jul 2025,True,Positive,Product Quality,,product_quality_positive,product_quality_positive,https://lzd-u.slatic.net/50c8a62c3810404cb7493421a38b1a6e_c123e1d31d304007ba3996bca72bc5d2.jpg; https://lzd-u.slatic.net/50c8a62c3810404cb7493421a38b1a6e_2e013db0677640eda1419c25bdd80c8a.jpg
52431964316421,"মুটামুটি চলে,, কিছু টাকা বেশি নিয়ে এর থেকে ভালো টাই কিনা ভালো হবে",মুটামুটি চলে টাকা নিয়ে এর ভালো টাই কিনা ভালো,bn,5,27 Feb 2025,True,Neutral,Product Quality,,product_quality_neutral,product_quality_neutral,https://lzd-u.slatic.net/9aab14f52b304c5b9bf96075c5e9a775_2253bea5b40d412aa4c2e3b7dfce7438.jpg
53064837816421,"অনেক সুন্দর একটা এয়ারপোর্টে আমার খুব পছন্দ হয়েছে 
অনেক ভালো",সুন্দর একটা এয়ারপোর্টে খুব পছন্দ হয়েছে ভালো,bn,5,11 Apr 2025,True,Positive,Product Quality,,product_quality_positive,product_quality_positive,https://lzd-u.slatic.net/f7e9dfe8748f4d5a8630a634c8ce914a_7a7eb7a5ce114738a7fec55983d12cf0.jpg; https://lzd-u.slatic.net/f7e9dfe8748f4d5a8630a634c8ce914a_45d898cd731e4df1884ce81905b60b01.jpg; https://lzd-u.slatic.net/f7e9dfe8748f4d5a8630a634c8ce914a_6460b9fd8d0647648ebf0d5cf3d5e62d.jpg; https://lzd-u.slatic.net/f7e9dfe8748f4d5a8630a634c8ce914a_f55fa416eadd4bd583786ac280c67ab2.jpg
53997373716421,মোটামুটি ভালো আপনারা চাইলে নিতে পারেন দাম উনজাই ভালো,মোটামুটি ভালো আপনারা চাইলে নিতে পারেন দাম উনজাই ভালো,bn,4,25 Jun 2025,True,Positive,Price;Product Quality,,price_positive;product_quality_neutral,price_positive#product_quality_neutral,https://lzd-u.slatic.net/bd1a01b0a720478db3d281554b621584_547f40010a094b2ca27c0009b28a9c31.jpg
54514502216421,আলহামদুলিল্লাহ এটা  অত্যন্ত ভালো ছিল আওজ অনেক সুন্দর,আলহামদুলিল্লাহ এটা অত্যন্ত ভালো আওজ সুন্দর,bn,5,27 Jul 2025,True,Positive,Product Quality,,product_quality_positive,product_quality_positive,https://lzd-u.slatic.net/5050044c8e014fbda5a84dd57c67273a_a69323efcb414e4e9331bfa1794ee369.jpg; https://lzd-u.slatic.net/5050044c8e014fbda5a84dd57c67273a_7369344389ef4f5dac5e4d9c86e2699c.jpg
