id,review_id,original_text,text,label
11,52125341416421,আলহামদুলিল্লাহ অনেক ভালো চাইলে নিতে পারেন কোন সমস্যা নাই এই প্রোডাক্টটি পাঁচ দিনের মাথায় আমি আমার হাতে পেয়েছি হাতে পেয়ে দেখলাম অনেক ভালো,আলহামদুলিল্লাহ অনেক ভালো চাইলে নিতে পারেন কোন সমস্যা নাই এই প্রোডাক্টটি পাঁচ দিনের মাথায় আমি আমার হাতে পেয়েছি হাতে পেয়ে দেখলাম অনেক ভালো.,delivery_negative#product_quality_positive
12,52834515016421,"এর মতোন বাজ পোডাক্ট এর আগে কখনও দেখিনি 
১৫০ টাকার হেডফোন ৩-৪ ঘণ্টা চার্জ থাকে এটা ৩ মিনিট ও থকে না
৫ ষ্টার দিলাম জাতে সবাই দেখে",এর মতোন বাজ পোডাক্ট এর আগে কখনও দেখিনি ১৫০ টাকার হেডফোন ৩-৪ ঘণ্টা চার্জ থাকে এটা ৩ মিনিট ও থকে না ৫ ষ্টার দিলাম জাতে সবাই দেখে.,product_quality_negative
13,53821031516421,"জিনিস ভালই সুন্দর আছে জেহুতু গেমিং এর জন্য চাইলে নিতে পারেন।  আর এটা সুধু নামেই গেমিং কিন্তু  কাজে না এটা সাধরন এয়ারবাসের মতই এতে আলাদা কুনো গেমিং মড নাই।  ৩৪৫টাকায় ভালই। আর একটা কথা ১০০টা মাল কিনলে ৮০টাতেই পবলেম থাকে। যেমন আমারটা ডান কানের টার ২০-৩০ ছেগেনটের বেসি চলত না। তাই আমার আগের এয়ারবাসের বেটরি এড করেছি এরপর ভালই ব্যকাব দিচ্ছে ।  ৭দিন ইওজ কারার পর রিভিও দিলাম।   
    আল্লাহাফেজ ❤️‍🩹",জিনিস ভালই সুন্দর আছে জেহুতু গেমিং এর জন্য চাইলে নিতে পারেন আর এটা সুধু নামেই গেমিং কিন্তু কাজে না এটা সাধরন এয়ারবাসের মতই এতে আলাদা কুনো গেমিং মড নাই ৩৪৫টাকায় ভালই আর একটা কথা ১০০টা মাল কিনলে ৮০টাতেই পবলেম থাকে যেমন আমারটা ডান কানের টার ২০-৩০ ছেগেনটের বেসি চলত না তাই আমার আগের এয়ারবাসের বেটরি এড করেছি এরপর ভালই ব্যকাব দিচ্ছে ৭দিন ইওজ কারার পর রিভিও দিলাম আল্লাহাফেজ.,product_quality_positive
14,54621081316421,really good sound really good best generally worth for money আরে ভাইরা আমার এতে game mode আছে যে কোন একটায় চারবার টেপ করব গেম চালু হয়ে যাবে,really good sound really good best generally worth for money আরে ভাইরা আমার এতে game mode আছে যে কোন একটায় চারবার টেপ করব গেম চালু হয়ে যাবে.,product_quality_positive
15,53547043316421,আলহামদুলিল্লাহ যেমনটা চেয়েছি তেমনটাই পেয়েছি প্রোডাক্টটি অনেক ভালো আপনারা চাইলে নিতে পারেন।আর ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও আচরণ অনেক ভালো,আলহামদুলিল্লাহ যেমনটা চেয়েছি তেমনটাই পেয়েছি প্রোডাক্টটি অনেক ভালো আপনারা চাইলে নিতে পারেন আর ডেলিভারি ম্যান ভাইয়ের ব্যবহার ও আচরণ অনেক ভালো.,product_quality_positive
16,54107735216421,price range e onek valo product.plastic quality temon valo na.sound onek valo ei price range e.kaan betha hoy as plastic er body.overall kharap na.,price range e onek valo product.plastic quality temon valo na.sound onek valo ei price range e.kaan betha hoy as plastic er body.overall kharap na.,price_positive#product_quality_positive
17,52778760616421,ভালো চাইলে নিতে পারেন। কিন্তু একমাস গেলে কেসের ভিতরে থাকা ব্যাটারিতে চার্জ থাকে না একবারে ডেম হয়ে যায়।।।,ভালো চাইলে নিতে পারেন কিন্তু একমাস গেলে কেসের ভিতরে থাকা ব্যাটারিতে চার্জ থাকে না একবারে ডেম হয়ে যায়.,product_quality_positive
18,52823680416421,"AMI 
UTPAL
CUMILLA THAKA
প্রোডাক্ট এক কথায় অসাধারণ ছিল প্রোডাক্টটা সাউন্ড কোয়ালিটি  এটা ভালো এবং বেসটাও ভালো আর প্রোডাক্ট এর মধ্যে যে এয়ার বাস্টার্ড চার্জে যে অপশনটা এখানে আলাদা একটা পলি  লাগানো ছিল আমি ভাবছিলাম এটা নষ্ট তো আমি ঠিকমত  দেখি কোন একটা পলি আছে পলিটা উঠানোর পরে একদম সব পারফেক্ট ছিল সাউন্ড কোয়ালিটি অনেক ভালো। আর ভাই আর একটা কথা এটা একদম অরজিনাল কপি প্রোডাক্ট তো দেখার আগে সাবধানে কিন্তু কিনবেন। 
THANKS DARAZ AND BAD CHOICE
😊😡😞😡😞😡😞😡😞😡😞😡😞😡😞😡😞😡😞😡",AMI UTPAL CUMILLA THAKA প্রোডাক্ট এক কথায় অসাধারণ ছিল প্রোডাক্টটা সাউন্ড কোয়ালিটি এটা ভালো এবং বেসটাও ভালো আর প্রোডাক্ট এর মধ্যে যে এয়ার বাস্টার্ড চার্জে যে অপশনটা এখানে আলাদা একটা পলি লাগানো ছিল আমি ভাবছিলাম এটা নষ্ট তো আমি ঠিকমত দেখি কোন একটা পলি আছে পলিটা উঠানোর পরে একদম সব পারফেক্ট ছিল সাউন্ড কোয়ালিটি অনেক ভালো আর ভাই আর একটা কথা এটা একদম অরজিনাল কপি প্রোডাক্ট তো দেখার আগে সাবধানে কিন্তু কিনবেন THANKS DARAZ AND BAD CHOICE.,product_quality_positive
19,52265766516421,"গুড লুকিং 😍 সাউন্ড কোয়ালিটিও ভালোই, প্যাকেজিংও খুব ভালো ছিলো। তবে চার্জিং ব্যাকাপ আরও বেশি থাকলে ভালো হতো ওভারাল আর সব ঠিক আছে তবে চার্জিং কেবলের তারটা অনেক ছোট তাও আবার খারাপ। আমার ক্যাবল একটা আলাদা কেনা লাগছে।","গুড লুকিং সাউন্ড কোয়ালিটিও ভালোই, প্যাকেজিংও খুব ভালো ছিলো তবে চার্জিং ব্যাকাপ আরও বেশি থাকলে ভালো হতো ওভারাল আর সব ঠিক আছে তবে চার্জিং কেবলের তারটা অনেক ছোট তাও আবার খারাপ আমার ক্যাবল একটা আলাদা কেনা লাগছে.",packaging_positive#product_quality_positive
20,53150743216421,বিল্ড কোয়ালিটি বেশি ভারো না এমনে জিনিস টা ভালো ব্যাটারি টাও বেশি ভালো না এরোকম দামে ঠিক আছে আর বেশে আশা করা যায় না😔,বিল্ড কোয়ালিটি বেশি ভারো না এমনে জিনিস টা ভালো ব্যাটারি টাও বেশি ভালো না এরোকম দামে ঠিক আছে আর বেশে আশা করা যায় না.,price_negative#product_quality_positive
21,53122468816421,"আলহামদুলিল্লাহ ভালো একটা জিনিস পেলেম 
আজকেই পার্সেল টা হাতে পেলাম আর ডেলিভারি মেন টাও অনেক ভালো আপনারা চাইলে নিতে পারেন। সাউন্ড কোয়ালিটি ও অনেক ভালো।",আলহামদুলিল্লাহ ভালো একটা জিনিস পেলেম আজকেই পার্সেল টা হাতে পেলাম আর ডেলিভারি মেন টাও অনেক ভালো আপনারা চাইলে নিতে পারেন সাউন্ড কোয়ালিটি ও অনেক ভালো.,delivery_positive#product_quality_positive
22,53487023316421,"খুব খারাপ লাগলো যে বিশ্বাস করে একটা ব্লুটুথ অর্ডার করেছিলাম কিন্তু তারা নষ্ট একটা ব্লুটুথ দিয়েছে 😢 খুব ফালতু লোক দারাজ এর লোক গুলো, মানুষের হক এর টাকা ঠকিয়ে খাচ্ছে!😢 আল্লাহ কি বান্দার হক মাফ করবেন ? আহ্ মানুষ কেন যে বুঝে না?
টাকার পরিমাণ বেশি না তবে যথাযথ টাকা নিবে কিন্তু মাল ভালো দিবে না এটা তো ঠিক না ! আল্লাহ সবাইকে বুঝার তৌফিক দান করুক।
দয়া করে আপনারা কেউ নিবেন না না হয় আমার মতো ঠকবেন।
ধন্যবাদ","খুব খারাপ লাগলো যে বিশ্বাস করে একটা ব্লুটুথ অর্ডার করেছিলাম কিন্তু তারা নষ্ট একটা ব্লুটুথ দিয়েছে খুব ফালতু লোক দারাজ এর লোক গুলো, মানুষের হক এর টাকা ঠকিয়ে খাচ্ছে! আল্লাহ কি বান্দার হক মাফ করবেন ? আহ্ মানুষ কেন যে বুঝে না? টাকার পরিমাণ বেশি না তবে যথাযথ টাকা নিবে কিন্তু মাল ভালো দিবে না এটা তো ঠিক না ! আল্লাহ সবাইকে বুঝার তৌফিক দান করুক দয়া করে আপনারা কেউ নিবেন না না হয় আমার মতো ঠকবেন ধন্যবাদ.",product_quality_negative
23,53541410016421,সবচেয়ে বাজে প্রোডাক্ট চার্জে দিলে চার্জে ওঠেনা হেডফোনে ভালো মতো সাউন্ড হয় না যার যে দুইদিন নিছি চার্জ হয় না এত ফালত পর একটা জীবনে দেখি নাই,সবচেয়ে বাজে প্রোডাক্ট চার্জে দিলে চার্জে ওঠেনা হেডফোনে ভালো মতো সাউন্ড হয় না যার যে দুইদিন নিছি চার্জ হয় না এত ফালত পর একটা জীবনে দেখি নাই.,product_quality_negative
24,52730567816421,"ভাই এইটা নষ্ট কেন দিলেন টাকা তো নিয়ে নিলেন কিন্তু জিনিস তো টিক দিলেন না।চাজে দিলে লাইট জলে এমনে তে  কোন কিছু আসে না, এই টা কোন কথা ভাই","ভাই এইটা নষ্ট কেন দিলেন টাকা তো নিয়ে নিলেন কিন্তু জিনিস তো টিক দিলেন না চাজে দিলে লাইট জলে এমনে তে কোন কিছু আসে না, এই টা কোন কথা ভাই.",product_quality_negative
25,53246034516421,PRODUCT  এর QYALITY ভালো তবে প্যাকেজিং একদম বাজে 🤬🤬🤬👺।তবুও PRODUCT ভালো🥰🥰 চাইলে নিতে পারেন😚😚😚😚,PRODUCT এর QYALITY ভালো তবে প্যাকেজিং একদম বাজে তবুও PRODUCT ভালো চাইলে নিতে পারেন.,packaging_negative#product_quality_positive
26,53386066116421,প্রোডাক্টটা ভালো ।কিন্তু আসার সময় প্যাকেটের অবস্থা খারাপ ছিল ।এবং সাউন্ড কোয়ালিটি টা একটু খারাপ।,প্রোডাক্টটা ভালো কিন্তু আসার সময় প্যাকেটের অবস্থা খারাপ ছিল এবং সাউন্ড কোয়ালিটি টা একটু খারাপ.,packaging_negative#product_quality_positive
27,53067719716421,অনেক বাজে কোয়ালিটি কেউ নিবেন না 😡 একটা চলে আরেকটা চলে না । তার পরে সাউড কোয়ালিটি অনেক বাজে 😡😡,অনেক বাজে কোয়ালিটি কেউ নিবেন না একটা চলে আরেকটা চলে না তার পরে সাউড কোয়ালিটি অনেক বাজে.,product_quality_negative
28,53164143316421,"প্রথমে ভেবেছিলাম নষ্ট প্রোডাক্ট, কিন্তু পরে চেক করে দেখলাম ঠিক আছে। দাম হিসাবে ভালোই বলা চলে।","প্রথমে ভেবেছিলাম নষ্ট প্রোডাক্ট, কিন্তু পরে চেক করে দেখলাম ঠিক আছে দাম হিসাবে ভালোই বলা চলে.",price_positive#product_quality_positive
29,53814278016421,ওটা একটা একদমই ভালো না মাত্র এক ঘণ্টার মধ্যে চার্জ থাকে দয়া করে এটি কেউ কিনবেন আপনার ক্ষতি,ওটা একটা একদমই ভালো না মাত্র এক ঘণ্টার মধ্যে চার্জ থাকে দয়া করে এটি কেউ কিনবেন আপনার ক্ষতি.,product_quality_negative
30,52144928816421,এক কথায় অসাধারণ একটি পোডাক্ট ধন্যবাদ এতো সুন্দর পোডাক্ট দেওয়ার জন্য🥰সব মিলাই ২৯০৳ পরছে,এক কথায় অসাধারণ একটি পোডাক্ট ধন্যবাদ এতো সুন্দর পোডাক্ট দেওয়ার জন্য সব মিলাই ২৯০৳ পরছে.,product_quality_positive
31,52929763816421,প্রথমে রিভিউ দেখে ভয় ছিলাম মনে করেছিলাম খারাপ পরবে আমারও আলহামদুলিল্লাহ কোন সমস্যা নাই,প্রথমে রিভিউ দেখে ভয় ছিলাম মনে করেছিলাম খারাপ পরবে আমারও আলহামদুলিল্লাহ কোন সমস্যা নাই.,product_quality_positive
32,52596234116421,অনেক ভালো প্রোডাক্ট। আপনারা নিতে পারেন  ভাইয়া অনেক ভালো অনেক ভালো ব্যবহার করেছে।,অনেক ভালো প্রোডাক্ট আপনারা নিতে পারেন ভাইয়া অনেক ভালো অনেক ভালো ব্যবহার করেছে.,product_quality_positive
33,52349973516421,amazing 😍 yarbarths sound quality is good 👍 like it 👍 apnar o nitay paran 😱,amazing yarbarths sound quality is good like it apnar o nitay paran.,product_quality_positive
34,53782773316421,Same as a picture. Thank you Daraz and seller. Headphone ta te bass khub kom.,Same as a picture. Thank you Daraz and seller. Headphone ta te bass khub kom.,product_quality_positive
35,53936114016421,"আপনারা চাইলে প্রোডাক্টটি নিতে পারেন। প্রোডাক্টটি অনেক ভালো। 
thank you Daraz",আপনারা চাইলে প্রোডাক্টটি নিতে পারেন প্রোডাক্টটি অনেক ভালো thank you Daraz.,product_quality_positive
36,54054472516421,"আমি ১ মাস যাবত এটা ব্যাবহার করতেছি খুবই ভালো প্রোডাক্ট, আপনারা নিতে পারেন","আমি ১ মাস যাবত এটা ব্যাবহার করতেছি খুবই ভালো প্রোডাক্ট, আপনারা নিতে পারেন.",product_quality_positive
37,53207429716421,Keho niben na ei product onk baje charge dile light jole r 2 tai nosto 🤬,Keho niben na ei product onk baje charge dile light jole r 2 tai nosto.,product_quality_positive
38,53474357016421,"not working.
12 din hoise nichi.
kisu bolar vasa khuje pachchhi na 😡😡",not working. 12 din hoise nichi. kisu bolar vasa khuje pachchhi na.,product_quality_negative
39,52888464516421,হেডফোনটা দেখতে ভালো আছে কিন্তু noise cancellation নাই গান ভালো চলে,হেডফোনটা দেখতে ভালো আছে কিন্তু noise cancellation নাই গান ভালো চলে.,product_quality_positive
40,52431964316421,"মুটামুটি চলে,, কিছু টাকা বেশি নিয়ে এর থেকে ভালো টাই কিনা ভালো হবে","মুটামুটি চলে,, কিছু টাকা বেশি নিয়ে এর থেকে ভালো টাই কিনা ভালো হবে.",product_quality_neutral
41,52899598716421,vai ai ta MOTA moti Valo ache apnra nite paren Kono somossa nai,vai ai ta MOTA moti Valo ache apnra nite paren Kono somossa nai.,product_quality_neutral
42,52877452416421,quality valo e dekhlam akhon use kora Dekhi Kemon service day,quality valo e dekhlam akhon use kora Dekhi Kemon service day.,product_quality_positive
43,53064837816421,"অনেক সুন্দর একটা এয়ারপোর্টে আমার খুব পছন্দ হয়েছে 
অনেক ভালো",অনেক সুন্দর একটা এয়ারপোর্টে আমার খুব পছন্দ হয়েছে অনেক ভালো.,product_quality_positive
44,53997373716421,মোটামুটি ভালো আপনারা চাইলে নিতে পারেন দাম উনজাই ভালো,মোটামুটি ভালো আপনারা চাইলে নিতে পারেন দাম উনজাই ভালো.,price_positive#product_quality_neutral
45,54514502216421,আলহামদুলিল্লাহ এটা  অত্যন্ত ভালো ছিল আওজ অনেক সুন্দর,আলহামদুলিল্লাহ এটা অত্যন্ত ভালো ছিল আওজ অনেক সুন্দর.,product_quality_positive
46,53612500116421,এই দামা অনেক ভালো এয়ার পট সাওন কয়ালটিনঅনেক ভালো,এই দামা অনেক ভালো এয়ার পট সাওন কয়ালটিনঅনেক ভালো.,price_positive#product_quality_positive
47,53971921416421,একদম নষ্ট কাজ করে না। আমি কেমন করে রিফান্ড করবো,একদম নষ্ট কাজ করে না আমি কেমন করে রিফান্ড করবো.,price_positive#product_quality_positive
48,54439120316421,মোটামুটি ভালো। রিসিভ বাটন নেই।থাকলে ভাল হতো।,মোটামুটি ভালো রিসিভ বাটন নেই থাকলে ভাল হতো.,product_quality_positive
49,53312948116421,দাম হিসাবে খুব খারাপ না ভালই সবাই নিতে পারেন,দাম হিসাবে খুব খারাপ না ভালই সবাই নিতে পারেন.,price_positive#product_quality_positive
50,52880435416421,"valoi silo ager ta, tar jonno arekta nilam","valoi silo ager ta, tar jonno arekta nilam.",product_quality_positive
51,53096699016421,"alhamdulillah valoi product ta,nite paren","alhamdulillah valoi product ta,nite paren.",product_quality_positive
52,54201746816421,pordak or khubi Valo saile kau nite paren,pordak or khubi Valo saile kau nite paren.,product_quality_positive
53,52990791816421,kom taker betore  thes airport is best 💯,kom taker betore thes airport is best.,price_positive#product_quality_positive
54,52741360716421,মতি ভালো বেশি একটা ভালো না সাজ টিকে কম,মতি ভালো বেশি একটা ভালো না সাজ টিকে কম.,product_quality_negative
55,52338289216421,sob kicu thik Joss kintu dhaknita durbol,sob kicu thik Joss kintu dhaknita durbol.,product_quality_positive
56,54002247316421,একটা ভালো একটা নষ্ট একদম ভালো না ফালতু,একটা ভালো একটা নষ্ট একদম ভালো না ফালতু.,product_quality_negative
57,53325166216421,"অনেক ভালো ও,, আপনার ও চাইলে নিতে পারেন","অনেক ভালো ও,, আপনার ও চাইলে নিতে পারেন.",product_quality_positive
58,53086010816421,দাম অনুযায়ী ভালো আসে নিতে পারেন 😊😊,দাম অনুযায়ী ভালো আসে নিতে পারেন.,price_positive#product_quality_positive
59,53752605516421,"আল হামদুলিল্লাহ্, লাইটা অনেক ভালো","আল হামদুলিল্লাহ্, লাইটা অনেক ভালো.",product_quality_positive
60,52714835216421,valo apnara caile nite paren,valo apnara caile nite paren.,product_quality_positive
61,52817801116421,ওনেক সুন্দর  ওনেক ভালো পোডাক,ওনেক সুন্দর ওনেক ভালো পোডাক.,product_quality_positive
62,53969321616421,"Jodi sotti boli taile bolbo baire fitfat vitore sodor ghat .
dekte Pura agun . but onek besi latency . ekdom e game khela jai na . 2 sec pore sound ase . ar music try korlam valo but majhe majhe baidhe baidhe jasse sound . ar Kane valo Kore laige thake na . but fake jinis hisabe ei dam e khub kharap na . at least sound to ase 😂",Jodi sotti boli taile bolbo baire fitfat vitore sodor ghat . dekte Pura agun . but onek besi latency . ekdom e game khela jai na . 2 sec pore sound ase . ar music try korlam valo but majhe majhe baidhe baidhe jasse sound . ar Kane valo Kore laige thake na . but fake jinis hisabe ei dam e khub kharap na . at least sound to ase.,price_neutral#product_quality_neutral
63,54113999616421,খুবই রাগ হচ্ছে আর খুবই রাগান্বিত হই বলতে হচ্ছে প্রোডাক্টটা অত্যন্ত বাজে চাস তো থাকেই না এবং দুইটা কানেক্ট করলে একসঙ্গে বন্ধ হয়ে যায়,খুবই রাগ হচ্ছে আর খুবই রাগান্বিত হই বলতে হচ্ছে প্রোডাক্টটা অত্যন্ত বাজে চাস তো থাকেই না এবং দুইটা কানেক্ট করলে একসঙ্গে বন্ধ হয়ে যায়.,product_quality_negative
64,53450519016421,হেডফোনটা খুব সুন্দর ডেলিভারি ম্যান ভাইয়ের ব্যবহার খুব সুন্দর আমাকে ভালো লাগছে ধন্যবাদ ডেলিভারি ভাইকে,হেডফোনটা খুব সুন্দর ডেলিভারি ম্যান ভাইয়ের ব্যবহার খুব সুন্দর আমাকে ভালো লাগছে ধন্যবাদ ডেলিভারি ভাইকে.,delivery_positive#product_quality_positive
65,53278891516421,delivery onk taratari asche kalke order disi ajk sokale hate paiaa gesi takar tulonai vhalo ee akta earbuds apnara chaile nite pare,delivery onk taratari asche kalke order disi ajk sokale hate paiaa gesi takar tulonai vhalo ee akta earbuds apnara chaile nite pare.,delivery_positive#price_positive#product_quality_positive
66,53842292716421,ভাই মোটা মোটি ভালো ৩৫০ টাকার মধ্যে  একদিন হইসে নিসি মোটা মোটি ভালোই লাগলো দেখি কয়দিন পরে কি হয় একটা সমস্যা আসে তা হোলো কান বেথা করে সারবিস খারাপ দিলে চেন্জ কইরা নিবো,ভাই মোটা মোটি ভালো ৩৫০ টাকার মধ্যে একদিন হইসে নিসি মোটা মোটি ভালোই লাগলো দেখি কয়দিন পরে কি হয় একটা সমস্যা আসে তা হোলো কান বেথা করে সারবিস খারাপ দিলে চেন্জ কইরা নিবো.,product_quality_positive
67,52803539316421,"জঘন্য। আজকে হাতে পেলাম, আমি চেক না করে ডেলিভারি ম্যান থেকে নিয়ে যাই, পরে চেক করে দেখি একদম ই চার্জ থাকে না। এক কানেরটা চলে, আরেকটা নষ্ট। আমি খুবই হতাশ। আর কখনো অনলাইনে অর্ডার করব না।","জঘন্য আজকে হাতে পেলাম, আমি চেক না করে ডেলিভারি ম্যান থেকে নিয়ে যাই, পরে চেক করে দেখি একদম ই চার্জ থাকে না এক কানেরটা চলে, আরেকটা নষ্ট আমি খুবই হতাশ আর কখনো অনলাইনে অর্ডার করব না.",product_quality_negative
68,53032567516421,Ekdom baje product. Amr earbuds gulu charage e nite chai nh. Allah ader moto seller der business bondo koruk amin. Chi daraz Chi,Ekdom baje product. Amr earbuds gulu charage e nite chai nh. Allah ader moto seller der business bondo koruk amin. Chi daraz Chi.,product_quality_negative
69,54635775516421,ata jem dekte demon noy. ak don baje. ar jara game ar jonno niben. tara ata teke 100 hat dure taken.,ata jem dekte demon noy. ak don baje. ar jara game ar jonno niben. tara ata teke 100 hat dure taken.,product_quality_negative
70,52989523216421,দয়া করে কেউ কিনবেন না। একদম বাজে প্রোডাক্ট। প্রোডাক্ট টির এয়ার বার্ডস গুলো অচল ও কাজ করে না।। মনে হয় নষ্ট মাল দিয়ে দিসে।। হেয়ার বাডস গুলো বাতি জ্বলে না কানেক্টেড ও হয় না। নষ্ট বাজে। আসলেই দারাজ থেকে কেউ কিছু কিনবেন না৷।।,দয়া করে কেউ কিনবেন না একদম বাজে প্রোডাক্ট প্রোডাক্ট টির এয়ার বার্ডস গুলো অচল ও কাজ করে না মনে হয় নষ্ট মাল দিয়ে দিসে হেয়ার বাডস গুলো বাতি জ্বলে না কানেক্টেড ও হয় না নষ্ট বাজে আসলেই দারাজ থেকে কেউ কিছু কিনবেন না৷.,product_quality_negative
71,53080212816421,জিনিসটি খুবই ভালো লেগেছে যেমন দেখেছি তেমনি পেয়েছি এবার দেখা যাক কেমন ঠিক সই করে সমস্যা হলে রিটার্ন করে দিব সাত দিনের মধ্যে,জিনিসটি খুবই ভালো লেগেছে যেমন দেখেছি তেমনি পেয়েছি এবার দেখা যাক কেমন ঠিক সই করে সমস্যা হলে রিটার্ন করে দিব সাত দিনের মধ্যে.,product_quality_positive
72,52875874916421,হ্যাঁ প্রোডাক্টটির যেরকম দেখেছি অনলাইনে সেরকমই পেয়েছি প্রোডাক্টটি অনেক ভালো সাউন্ড কোয়ালিটি ভালো,হ্যাঁ প্রোডাক্টটির যেরকম দেখেছি অনলাইনে সেরকমই পেয়েছি প্রোডাক্টটি অনেক ভালো সাউন্ড কোয়ালিটি ভালো.,product_quality_positive
